-11.0055|0.0,-57.5615|0.00775,-60.9865|0.01125,-57.9769375|0.0135,-61.5968125|0.048375,-55.8421875|0.024,-65.593625|0.016625,-65.7631875|0.0230625,-57.646125|0.023375,-67.2705625|0.0200625,-56.0029375|0.02125,-63.12775|0.0259375,-63.7813125|0.008,-66.788875|0.021375,-60.693875|0.047625,-210.7358125|104.6755,-210.3005625|104.74075,-209.1345|103.90025,-209.555125|103.1710625,-210.7469375|103.48675,-210.628125|103.389,-210.835625|104.4408125,-210.2093125|104.0749375,-209.590375|105.2269375,-209.936|104.83675,-211.45675|104.782375,-203.94975|104.93575,-210.749125|105.684125,-209.59325|104.6689375,-210.81225|104.832,-213.060875|106.237125,-211.4013125|104.3135,-213.570875|105.919875,-212.7701875|106.403875,-220.6775|105.262125,-214.7646875|105.2235,-212.737375|104.615625,-213.4374375|106.369,-214.617125|105.6305,-212.1785625|105.514875,-213.376875|105.751125,-212.0429375|104.825375,-212.6465625|104.71675,-212.539875|104.6153125,-213.404875|105.6165,-210.862375|108.430875,-207.7085625|107.468875,-208.974125|109.049875,-210.5535625|108.910625,-208.8383125|107.459375,-210.5420625|108.2528125,-210.036625|108.08825,-207.519875|108.009875,-208.5315|107.767625,-208.506375|108.0469375,-211.56875|109.98075,-211.1224375|109.3814375,-208.2775|107.9145625,-208.2185625|109.767625,-207.4339375|109.074375,-199.98225|95.18325,-198.6948125|94.79,-199.27575|94.9985,-199.3954375|95.494625,-201.6173125|95.60075,-202.3498125|95.7378125,-199.038|94.8136875,-196.19625|94.4,-203.216|97.443125,-200.9283125|95.7675,-202.178375|94.977875,-201.4268125|94.581375,-200.1935625|96.52725,-199.6176875|95.04,-199.4788125|94.845625,
-52.79425|0.07225,-11.0055|0.0,-114.623375|0.041375,-114.918625|0.045,-115.98825|0.0471875,-117.1675|0.0465,-111.816625|0.0358125,-104.4666875|0.0341875,-118.58275|0.04225,-104.8954375|0.0375,-124.8606875|0.013875,-104.5435625|0.096625,-115.1646875|0.00575,-99.4395|0.0230625,-110.324875|0.0459375,-204.575|103.2084375,-206.7794375|103.2689375,-205.10675|104.661375,-206.147125|104.2925,-205.1385625|103.2605,-205.3150625|104.5969375,-205.094375|103.813,-205.4150625|104.401375,-207.286|105.8119375,-206.0439375|105.3466875,-206.4941875|104.8774375,-199.4054375|103.857875,-205.0714375|102.714125,-206.851375|106.319875,-207.0985|105.7861875,-200.7525625|108.186625,-199.8229375|107.7988125,-197.5108125|106.7171875,-197.641125|106.7286875,-179.1654375|88.552875,-198.555125|106.377375,-198.1346875|107.072625,-197.6789375|107.1490625,-198.786125|107.832625,-196.7739375|106.787125,-200.2279375|107.1809375,-199.8216875|107.5770625,-199.7695|107.78525,-198.8518125|106.965875,-196.5501875|107.223875,-206.4410625|109.4783125,-205.2045625|108.54225,-204.8233125|109.7864375,-205.963875|109.6384375,-207.611625|109.9064375,-206.59625|107.6764375,-204.86575|107.2423125,-206.391375|109.2995,-206.889125|110.449375,-206.2326875|110.1405625,-205.9921875|109.4736875,-205.4675625|109.266125,-205.8128125|108.93575,-201.7075|109.6591875,-205.057|110.0226875,-195.9043125|95.295,-195.016125|96.240125,-195.9503125|95.3840625,-193.3960625|94.3126875,-198.352125|97.1288125,-196.8301875|95.8066875,-198.1035|96.69175,-195.1933125|95.5163125,-197.4405625|95.0519375,-195.8896875|95.8205,-195.611625|95.7525,-198.01325|96.092875,-196.5378125|96.217875,-197.5308125|95.869625,-197.7414375|96.467625,
-128.173125|0.0259375,-119.04975|0.049875,-10.005|0.0,-112.4434375|0.0725625,-114.2031875|0.05425,-115.08325|0.0640625,-116.0335|0.0599375,-112.7924375|0.03925,-115.89375|0.01075,-112.683875|0.046,-114.933|0.0644375,-121.3714375|0.02625,-123.02775|0.0725625,-119.044|0.031125,-113.589625|0.044,-209.675375|106.436875,-208.0969375|106.5365,-206.5835|103.826,-207.8599375|103.8765,-207.63775|104.702,-208.473125|105.7495,-206.3545|103.177,-206.6743125|104.8191875,-208.5828125|106.37025,-207.274375|104.341625,-207.8683125|104.918375,-200.392125|105.3459375,-208.5790625|104.9109375,-206.842375|104.955375,-207.82125|104.6405,-216.2681875|104.9395,-215.72975|105.951875,-215.4731875|106.539875,-213.76|105.5046875,-218.2869375|105.517625,-217.5668125|106.576625,-214.784875|104.2195625,-216.8866875|105.238625,-218.5875|105.73725,-216.655875|107.720125,-216.825|105.668125,-216.1055625|104.9435625,-218.870875|106.88,-215.3925|106.437875,-214.6958125|106.558375,-207.85325|109.310875,-203.4504375|106.6955,-206.997375|109.8665,-204.4315625|108.7916875,-206.85975|108.9048125,-206.2671875|108.9275,-206.1334375|108.5115625,-207.42425|109.65275,-206.0703125|108.973875,-207.1788125|109.0283125,-207.6836875|109.323875,-207.3176875|109.5803125,-207.6838125|110.5673125,-203.8021875|109.24175,-205.2828125|107.65725,-197.2716875|95.54975,-196.4519375|95.119,-195.4964375|95.191625,-196.3995625|94.3994375,-197.8714375|95.852125,-199.9724375|96.3023125,-195.8535625|94.14725,-196.615125|95.078375,-199.260875|95.921625,-198.21525|95.91925,-199.4028125|95.01125,-197.177875|94.502875,-195.39|93.717875,-197.7520625|95.4165,-198.7991875|95.970125,
-127.8664375|0.0054375,-118.73825|0.0455,-118.2663125|0.022625,-9.0045|0.0,-117.0569375|0.029625,-114.482|0.058625,-112.007625|0.050875,-112.7543125|0.018,-119.5585|0.006,-119.5520625|0.012,-106.3801875|0.0060625,-112.162625|0.016875,-115.680875|0.02375,-109.90325|0.0058125,-114.16325|0.017625,-210.864875|105.995,-208.804875|104.8375625,-206.7814375|104.416125,-207.095|104.97075,-206.4805|104.3195,-207.2924375|104.992125,-209.311125|105.1965,-207.0985625|104.185125,-206.2414375|102.969125,-205.7760625|104.102375,-208.0844375|105.158625,-203.036875|105.87875,-206.5451875|104.075875,-206.212875|104.863375,-207.726375|105.31925,-214.8504375|103.87525,-214.2219375|105.4696875,-213.3756875|104.46425,-215.286875|105.8965,-218.2339375|105.453,-217.2246875|106.328375,-215.82325|105.5928125,-213.5108125|104.5645,-217.8073125|106.212375,-216.0935|106.6758125,-216.0188125|104.897,-219.10325|106.7761875,-217.8523125|105.826,-215.5908125|105.68175,-214.857375|107.154875,-205.1530625|107.87625,-204.575375|108.0870625,-205.9401875|109.5080625,-205.0934375|108.60275,-204.7563125|108.6616875,-207.255125|111.0574375,-206.5778125|109.164,-206.793|109.4721875,-205.195625|108.141625,-206.337875|109.91325,-205.1063125|107.65475,-204.311375|107.63725,-206.2049375|108.676375,-200.8071875|107.7439375,-205.9114375|109.833125,-196.9673125|94.628,-196.4340625|95.995,-196.918875|94.482125,-194.10825|94.849375,-199.433|96.405125,-198.732375|97.043375,-197.9393125|96.793875,-196.3988125|95.154875,-197.5006875|95.120125,-199.315375|95.978375,-198.8980625|94.897625,-199.7179375|95.753375,-196.4181875|95.686875,-195.35075|93.3366875,-195.6785625|95.122625,
-116.3908125|0.02875,-106.5403125|0.01725,-104.8658125|0.00575,-108.275625|0.0115,-12.006|0.0,-100.65625|0.0189375,-101.6605|0.07375,-98.0891875|0.03575,-101.7189375|0.0315625,-101.1095625|0.0548125,-98.3566875|0.03825,-102.993375|0.0778125,-102.9|0.01875,-105.9325625|0.0,-106.1555625|0.0459375,-200.965|109.7619375,-201.15975|110.0274375,-201.918625|110.7761875,-201.9216875|110.431875,-202.6815|110.0959375,-203.012875|110.2323125,-203.5693125|111.12525,-203.0539375|110.9198125,-202.7958125|110.737625,-200.652125|110.116375,-203.038625|110.2729375,-175.0279375|88.295875,-202.4455|109.97075,-201.685625|110.7145,-202.8226875|110.7695,-213.1815|104.9429375,-212.9118125|106.3251875,-212.921125|106.374125,-213.595875|106.8449375,-216.50625|106.02125,-214.9573125|106.449375,-214.7064375|106.3066875,-213.8321875|107.4886875,-214.779625|105.2361875,-213.2670625|107.679125,-216.8904375|107.1773125,-215.2684375|107.081375,-216.03075|106.981375,-214.5020625|105.98125,-212.8759375|105.82,-203.83175|109.0370625,-202.9889375|110.1511875,-203.7809375|109.646875,-204.405625|110.106,-207.2681875|111.201875,-203.83425|109.1694375,-205.976125|109.7249375,-203.6079375|109.3414375,-204.8095|109.15375,-203.5745625|109.242375,-202.6184375|109.165875,-205.369875|110.6568125,-204.04975|109.7986875,-199.94375|109.48875,-201.9016875|109.629875,-193.999875|96.125625,-194.2395625|95.5648125,-194.28775|95.7238125,-194.2248125|96.18625,-196.0244375|95.0440625,-195.1435625|95.358875,-195.540625|96.52175,-191.7528125|95.16475,-197.0345|97.15825,-195.658875|96.07725,-197.282375|96.8261875,-196.9669375|96.4255625,-194.23075|95.321375,-194.820875|96.262875,-195.4445|96.55375,
-105.231|0.0065625,-98.079125|0.013125,-99.5203125|0.0566875,-100.43975|0.0,-107.488875|0.0428125,-10.005|0.0,-95.6395|0.014375,-98.4119375|0.021375,-91.24575|0.0,-97.8195625|0.021375,-83.1310625|0.0668125,-98.2279375|0.030125,-91.4809375|0.0070625,-91.64525|0.0184375,-87.661375|0.021,-204.90475|104.4265,-204.8466875|105.371125,-208.05175|107.02275,-206.07475|106.39825,-206.98325|105.4290625,-204.301875|105.333,-202.892125|103.6325,-204.6405|105.7665625,-204.703625|105.809125,-204.4965|105.743125,-204.5055625|105.177,-199.5880625|105.9005625,-206.9274375|106.5361875,-205.3421875|105.907625,-205.232875|105.91425,-214.27025|106.524625,-214.2200625|105.6948125,-213.952875|107.16,-214.2214375|107.708,-218.425125|107.863125,-212.66125|105.2915,-213.4409375|106.124125,-212.529375|107.15725,-214.3785625|106.54875,-213.547375|106.867875,-215.676375|107.5933125,-214.2075625|106.5555625,-215.8920625|106.146625,-211.913125|105.429,-213.23425|107.37225,-201.8933125|108.606,-198.8526875|108.94025,-202.5589375|109.5015,-201.182|109.5376875,-203.455625|111.008125,-203.3535|109.498,-203.3524375|110.0005625,-203.185|110.646875,-203.594125|110.352375,-203.9546875|111.713875,-202.3705625|108.294875,-200.7885625|109.296125,-201.990375|109.93325,-200.1756875|110.5624375,-198.443125|108.13225,-190.9850625|100.8295625,-189.9949375|100.9396875,-188.9405625|100.64,-187.85125|99.579125,-189.18375|99.590375,-189.3179375|99.8555625,-192.1435|101.7575,-191.085125|101.67225,-190.5176875|100.37425,-189.5803125|100.475875,-189.1733125|100.05525,-179.7240625|89.5059375,-190.2406875|100.530875,-192.0649375|101.23,-189.9083125|100.9605625,
-95.70225|0.0353125,-88.3103125|0.025625,-91.2224375|0.054,-85.7871875|0.039875,-97.066875|0.0976875,-91.170625|0.093625,-12.006|0.0,-93.1025|0.022875,-83.15725|0.0305,-88.074875|0.072875,-82.70325|0.015375,-86.34975|0.041625,-87.3361875|0.0645625,-90.3415625|0.0481875,-91.4886875|0.0599375,-205.6108125|104.6113125,-205.44475|104.297375,-205.9815|104.512,-204.3120625|104.51625,-204.6768125|104.360875,-204.7045|105.01475,-206.1571875|105.0194375,-205.1185625|105.03675,-203.4034375|104.4865625,-202.5650625|103.810875,-206.7828125|105.29025,-196.8013125|105.0485,-207.6589375|105.278,-204.7975|104.616375,-202.4600625|103.49275,-213.196375|104.7681875,-212.0248125|106.138625,-211.9511875|105.184375,-211.2684375|104.531125,-216.965625|105.20525,-213.2845|105.1980625,-213.4395625|105.346375,-214.9281875|105.60175,-213.0303125|105.6706875,-211.0678125|106.093375,-213.7245|105.3445625,-212.431625|104.91275,-212.2561875|105.93525,-211.871875|105.95125,-211.7301875|105.4409375,-200.3843125|107.885125,-202.51725|108.4225625,-203.0674375|108.6083125,-201.3801875|107.222375,-200.9850625|108.0408125,-203.6048125|109.319875,-201.8518125|107.095625,-201.3651875|108.3978125,-202.6589375|108.822125,-202.6915625|107.52875,-203.967125|108.84575,-202.2424375|108.6855,-200.4368125|107.3625,-198.9810625|109.182375,-200.266375|108.2761875,-194.06075|95.022875,-193.7541875|95.0125625,-194.9920625|95.6525625,-192.4821875|94.21925,-194.800875|93.8015,-196.944|94.8945,-193.62825|95.74025,-192.4618125|95.65175,-196.1543125|95.2820625,-195.39325|95.2485,-198.6288125|96.5364375,-198.141|96.100625,-191.10375|93.2894375,-195.1578125|94.813875,-193.549375|94.6885,
-84.926|0.031,-84.827875|0.022875,-83.9106875|0.0575,-79.6353125|0.050375,-89.2481875|0.05425,-84.023125|0.03425,-94.9261875|0.0,-10.005|0.0,-72.624875|0.0531875,-79.125375|0.06575,-79.56875|0.056625,-83.432125|0.0423125,-80.7295625|0.0,-80.4119375|0.024375,-82.9616875|0.0640625,-205.02775|104.854875,-205.9816875|105.906625,-203.957875|105.246625,-202.8898125|104.6391875,-205.0068125|105.1236875,-204.029125|104.719,-204.6245625|104.463,-204.0175625|105.2335,-204.294375|104.584625,-204.8249375|105.309375,-203.7986875|103.697875,-197.4623125|105.126,-204.6424375|105.567375,-201.9000625|104.43875,-202.3373125|103.949,-213.00925|105.59975,-211.2981875|104.371375,-210.46475|106.074375,-211.33875|106.7835,-214.829125|106.15725,-213.769|105.92625,-211.296625|104.46725,-213.1533125|106.221,-213.226|105.414125,-209.6585625|104.907375,-211.8351875|104.264375,-213.517125|104.8665,-213.2373125|105.156125,-210.658875|104.643625,-210.6176875|104.84925,-199.961125|107.948,-202.1535625|108.32,-200.7878125|109.00575,-202.156375|108.830125,-202.5563125|109.34025,-200.387|106.9495,-202.1411875|107.772625,-201.1159375|108.3635,-203.2719375|109.03725,-201.105375|108.89675,-201.314875|107.50125,-201.859|108.90375,-199.6485625|107.9865,-197.5319375|107.891,-200.2435|109.904125,-194.1270625|95.56875,-194.314375|96.043125,-194.6570625|96.05775,-191.204|94.490625,-195.5525|95.682,-194.1688125|94.835125,-192.357625|94.804375,-192.975875|95.485625,-194.3184375|95.126,-193.9714375|94.075875,-194.00725|94.159625,-195.793125|95.042875,-194.242625|95.824625,-195.2398125|96.8135,-193.745375|94.868125,
-83.7484375|0.0,-78.058625|0.0365625,-80.5099375|0.0249375,-77.5146875|0.016625,-86.43825|0.0761875,-73.2564375|0.016625,-82.3246875|0.038125,-76.319625|0.0249375,-10.005|0.0,-72.07525|0.09675,-71.8354375|0.017875,-68.613125|0.0175,-80.0671875|0.046875,-78.0270625|0.0201875,-74.1859375|0.02625,-202.8063125|104.482125,-204.1269375|104.537,-203.2654375|104.55625,-203.6235625|105.270125,-202.865375|103.2898125,-201.50825|103.875,-202.592375|104.481125,-201.221125|103.8910625,-201.28125|103.479,-203.6165625|105.897375,-202.990375|104.981125,-196.3021875|104.35075,-204.011875|105.812875,-202.8284375|104.649625,-202.6314375|104.284875,-211.7261875|105.006875,-212.2908125|106.285125,-209.452875|105.2385,-209.795|105.913125,-212.2216875|105.82775,-210.6445|104.612375,-212.71575|107.001125,-210.1005625|105.5915,-212.845375|105.252,-212.4495625|106.632125,-213.037375|106.1415625,-211.4325625|105.51475,-213.1586875|105.719625,-210.9230625|106.3545,-210.0349375|105.8075625,-200.7488125|108.1248125,-201.5561875|108.2033125,-199.6848125|108.5759375,-201.54125|108.69375,-200.957|107.9649375,-200.753|108.7538125,-200.0251875|108.5565,-199.0279375|107.93725,-201.507625|108.703125,-201.236|108.5464375,-201.505875|108.6555,-201.4384375|108.5249375,-199.8880625|107.446125,-195.94775|107.646375,-199.799375|108.82175,-192.402375|94.943375,-193.515125|96.898,-190.1115625|95.3174375,-189.96075|94.8646875,-194.3333125|96.13025,-193.2545625|94.5048125,-192.895|94.971375,-192.7186875|96.7885,-194.6935|95.0500625,-192.1634375|95.554,-192.908125|94.5835,-195.942125|95.86825,-190.983625|93.416375,-193.686|95.87675,-192.4538125|95.269,
-72.388625|0.01725,-70.3026875|0.0,-72.419375|0.0375,-71.3903125|0.0345,-78.2861875|0.084875,-69.169625|0.0445,-76.0808125|0.081625,-73.1096875|0.025875,-70.1675|0.071125,-12.006|0.0,-66.65475|0.06025,-67.8369375|0.0,-73.6804375|0.03925,-67.9684375|0.0663125,-67.0371875|0.0271875,-203.0125|104.11975,-201.6974375|103.956375,-202.0059375|104.576875,-202.3624375|105.405875,-203.5321875|104.98725,-199.460125|103.525625,-202.5269375|104.3455,-200.9690625|103.93825,-202.3333125|104.613375,-200.2064375|103.78675,-201.876125|104.345125,-195.3625625|104.888875,-203.0155|105.850625,-198.7885625|103.096625,-201.807125|105.281125,-212.7828125|105.88325,-211.5949375|107.21875,-211.089375|105.909375,-209.220625|105.515875,-210.6109375|104.765,-211.3043125|104.510875,-210.2996875|105.085625,-212.53325|106.661875,-210.7835|105.434875,-209.592375|105.84525,-208.904125|104.3735,-210.3874375|104.096875,-211.5191875|105.121375,-208.67275|104.99475,-207.82275|104.276125,-199.6225|108.097125,-199.607875|107.964,-201.649375|109.371375,-199.3706875|108.4615,-200.8734375|108.71075,-198.9194375|107.679875,-200.1491875|108.332125,-201.5106875|108.852,-198.9790625|107.778875,-200.3811875|108.55825,-199.7333125|107.711625,-201.2920625|109.06625,-199.179|108.461125,-196.826125|109.433875,-198.5180625|108.32525,-191.63125|95.401875,-191.5479375|94.95425,-190.889125|95.635875,-189.3461875|94.43,-192.1528125|95.138375,-193.64875|96.841125,-191.616|95.729625,-188.6724375|94.416625,-193.4779375|95.373625,-193.132375|96.136625,-192.1070625|95.391125,-192.045125|94.188,-189.879625|94.715375,-191.985375|96.041,-192.7135625|95.571625,
-65.2675625|0.047,-61.193125|0.0,-64.4503125|0.00925,-56.495125|0.067125,-69.341625|0.040125,-54.000125|0.02775,-63.212375|0.048,-63.1413125|0.0395,-58.235|0.0185,-63.1096875|0.0285,-11.0055|0.0,-53.9999375|0.0096875,-56.0415|0.0195,-56.2343125|0.009625,-53.1633125|0.079125,-202.3718125|106.0049375,-202.30875|106.8661875,-202.2389375|106.189625,-200.78325|105.5015,-203.3205|106.8935,-198.9666875|104.051125,-200.91075|104.7229375,-202.5569375|107.202375,-200.037125|105.910625,-201.368125|105.229875,-202.0879375|106.096625,-193.5266875|105.4201875,-201.372|105.317625,-198.67925|104.9723125,-201.314125|105.2400625,-209.9998125|107.3493125,-209.429375|106.8106875,-209.9846875|106.4491875,-206.9011875|106.078,-210.88525|106.6071875,-209.262|105.53475,-209.236125|106.766625,-209.8860625|106.2653125,-210.0311875|106.1699375,-207.91775|105.9278125,-208.530875|105.3885625,-209.8435625|106.4124375,-211.15325|107.063125,-208.5205|105.849,-208.466125|106.2196875,-201.0736875|114.15425,-201.8098125|114.7656875,-201.6548125|114.38075,-201.20475|114.613875,-201.027625|114.79475,-202.960125|115.456625,-202.2186875|114.7430625,-201.08775|114.4025625,-201.7455|114.7008125,-202.1824375|115.519375,-203.9925|115.9199375,-201.2025|114.354,-201.492875|114.530125,-176.706|93.1508125,-199.2470625|113.836125,-191.53625|96.8429375,-189.20925|96.95075,-189.7945|96.7523125,-189.62725|97.2896875,-190.966|96.3459375,-193.411625|97.4318125,-188.8074375|95.6898125,-187.9844375|95.74475,-192.8024375|96.3363125,-191.2915|97.6561875,-191.233125|95.438375,-191.8224375|96.937,-187.4146875|95.8328125,-190.8775625|96.656,-191.162125|96.747375,
-59.3644375|0.05125,-56.896875|0.0848125,-61.4430625|0.020125,-53.24675|0.0619375,-65.2883125|0.06175,-53.8340625|0.0301875,-60.261125|0.020125,-59.278375|0.04025,-55.2069375|0.0300625,-61.693625|0.051875,-61.7088125|0.0,-8.004|0.0,-54.00725|0.063875,-52.13175|0.043875,-49.2735|0.021,-201.55325|104.0300625,-202.1124375|104.8400625,-199.66325|104.176125,-201.0041875|104.9334375,-201.3305|104.399,-198.9306875|104.363875,-202.8881875|106.214375,-197.67175|103.67075,-198.6911875|103.7109375,-202.176|105.583875,-200.695375|104.332375,-193.0619375|104.541875,-200.2815625|103.7644375,-199.121|104.1693125,-199.549875|104.714,-210.477375|105.476125,-208.730875|107.10675,-209.068375|106.914,-207.01175|104.813875,-210.2310625|105.55075,-209.078625|105.8909375,-207.165875|104.2645,-208.11525|105.66825,-209.5884375|105.3690625,-207.2865|104.9055625,-209.4031875|105.2049375,-211.340375|105.282375,-207.0821875|105.1275,-208.0164375|105.0785,-206.070875|105.087375,-198.6008125|108.097875,-198.499375|108.7863125,-199.3223125|108.21275,-199.5955625|109.120625,-199.2420625|107.9125625,-198.8879375|108.886125,-201.518875|108.71325,-199.84625|109.985125,-199.6734375|109.167,-199.2423125|108.38525,-200.9373125|109.309375,-199.1110625|107.86575,-197.939375|107.7330625,-195.1508125|108.7124375,-199.6614375|110.0795,-189.38825|95.2185,-189.0730625|95.7768125,-190.204625|95.1211875,-187.89025|95.195625,-191.2148125|95.087625,-191.2734375|95.58175,-189.9901875|96.2575,-189.7124375|95.8329375,-191.9241875|94.937125,-189.6430625|95.253625,-190.734625|94.8133125,-190.56025|94.706625,-188.0081875|94.7778125,-191.2474375|95.463125,-189.9329375|96.0214375,
-53.783375|0.0105625,-50.931|0.021125,-53.5708125|0.03275,-47.9615625|0.0865625,-59.014375|0.0853125,-47.3971875|0.1306875,-55.8398125|0.0416875,-50.397875|0.079625,-52.1423125|0.18775,-54.5889375|0.0431875,-55.192625|0.0955625,-50.024625|0.0416875,-11.0055|0.0,-44.9573125|0.0,-43.804875|0.066625,-201.363625|105.40775,-201.890625|105.1724375,-201.1894375|104.403375,-200.693125|104.2725,-198.391375|103.273875,-197.5168125|103.179875,-201.0829375|104.038125,-199.5218125|105.09575,-200.818375|105.5076875,-201.21875|105.823375,-200.779875|105.216625,-195.070375|105.568,-200.576875|104.829,-198.2314375|104.1023125,-202.25575|106.0080625,-207.1544375|105.114375,-208.202875|107.05025,-207.4579375|105.1725,-205.825375|104.812375,-209.16525|106.450375,-208.8719375|105.51275,-207.943125|105.990375,-207.9825|105.6914375,-209.1523125|104.5354375,-206.0795|105.1274375,-207.83775|103.99975,-210.0658125|105.48475,-207.6626875|104.9625625,-208.358125|105.319,-207.612|106.20475,-199.7265625|109.4440625,-199.1525|108.975,-196.830625|107.5679375,-196.4271875|106.8384375,-199.5585|109.873125,-198.2255|107.7225,-200.769125|109.4673125,-197.90975|108.006,-197.804875|107.45125,-199.5123125|108.276625,-198.03525|107.2011875,-199.799375|109.207875,-198.30375|108.510375,-193.3874375|107.1896875,-196.049125|107.23225,-187.9909375|93.370375,-188.889125|95.8324375,-189.7208125|96.0875,-187.4215|94.889375,-190.468375|94.2840625,-191.6228125|96.1045625,-189.4558125|95.797,-187.1516875|94.174375,-191.494375|95.7725,-190.008125|95.56025,-189.38675|95.0575625,-191.0921875|96.132625,-189.92275|95.0409375,-191.675875|95.935875,-190.9676875|96.381,
