-9.0045|0.0,-46.2083125|0.2210625,-44.7114375|0.2286875,-46.4191875|0.2644375,-41.549875|0.2399375,-46.3863125|0.2591875,-45.6835625|0.24325,-43.977|0.2445,-40.9881875|0.2755,-44.4485|0.1744375,-139.3369375|67.9574375,-138.3525|68.454375,-138.4669375|68.491875,-142.153|69.179375,-138.2723125|68.7941875,-137.3584375|67.5514375,-138.795125|68.0406875,-140.0483125|68.5070625,-138.293375|68.3223125,-137.831125|67.692875,-139.9114375|69.1570625,-140.1061875|69.0811875,-141.278|69.0821875,-141.4069375|68.4835625,-140.917|69.488,-140.007125|70.70775,-140.4628125|69.7649375,-140.896625|69.1276875,-139.6565625|69.094625,-140.9429375|69.464875,-124.7799375|62.10875,-128.5896875|61.79225,-126.4420625|62.9334375,-126.6939375|62.5644375,-124.615125|61.9074375,-125.4945625|62.3808125,-125.0199375|62.0103125,-125.379125|61.7878125,-125.3965625|61.7665625,-125.1969375|62.49575,-139.444|69.9999375,-139.539375|69.336625,-143.966625|70.013,-142.356875|69.985,-140.653875|69.607875,-142.4424375|69.7931875,-140.7225|70.3999375,-141.6988125|69.0465625,-140.9059375|70.3926875,-140.274875|70.5438125,
-45.3105625|0.2306875,-12.006|0.0,-87.4339375|0.22,-77.9658125|0.1536875,-87.3703125|0.224625,-78.1165|0.2471875,-82.9761875|0.1584375,-88.1540625|0.2231875,-85.9955|0.260875,-95.27775|0.2698125,-141.285125|69.4155625,-137.704625|68.3604375,-138.2045625|68.581625,-141.29125|67.8865625,-137.7961875|68.094,-136.272125|67.6584375,-138.3048125|68.0930625,-139.5119375|68.325375,-137.7716875|68.3926875,-139.8968125|68.71925,-137.74825|68.66625,-142.933125|68.539,-143.2423125|69.92325,-141.371125|69.334,-141.202|68.60325,-141.925|69.006625,-142.7944375|69.4439375,-142.296375|69.5261875,-142.5518125|68.6290625,-142.0785625|69.529,-124.7268125|61.8439375,-126.5969375|61.1334375,-124.92775|61.6901875,-124.406125|62.77925,-124.69325|61.852,-124.1614375|62.89125,-124.460875|62.0015,-125.0075|61.9884375,-124.2086875|62.5763125,-125.4001875|62.4048125,-141.0740625|70.0180625,-140.5163125|69.8029375,-142.4691875|70.65725,-140.0681875|69.580625,-140.6069375|69.7810625,-142.62625|69.838125,-141.291125|69.500625,-140.0356875|69.543875,-141.8845|69.182375,-139.3776875|68.5490625,
-83.1665|0.3588125,-83.965375|0.256125,-11.0055|0.0,-83.993375|0.194375,-81.959625|0.3601875,-78.113875|0.3299375,-80.5663125|0.2815625,-81.8451875|0.3975625,-76.2118125|0.2476875,-81.5793125|0.3008125,-136.028125|67.654,-136.5225625|67.857125,-137.1648125|68.091,-140.0875|68.0766875,-135.96175|68.69525,-136.9188125|68.9505625,-136.9703125|67.811875,-138.40625|68.796125,-137.0838125|68.173375,-137.375625|68.361875,-137.2955625|68.941,-141.46125|69.08175,-141.4861875|68.10375,-143.4343125|69.4535,-141.985375|68.9005,-142.119|69.688375,-141.875625|69.64725,-142.3933125|69.548875,-141.5988125|69.36025,-140.8914375|69.55375,-122.506375|62.383625,-125.5035|61.297,-124.010625|62.6659375,-123.2054375|61.793125,-122.8654375|62.862,-124.1576875|62.409875,-122.728375|60.88775,-122.7863125|61.5545,-124.3034375|62.831125,-123.3906875|62.21875,-139.1198125|70.020875,-139.2618125|69.450375,-140.40425|70.067,-139.4973125|69.799625,-141.1759375|69.872125,-139.6535625|69.591875,-139.9238125|70.4075,-139.3441875|70.0170625,-140.7531875|69.45,-140.584875|70.2985,
-75.688125|0.294375,-80.135625|0.28675,-78.2838125|0.3398125,-7.0035|0.0,-66.106375|0.29875,-72.48825|0.2879375,-70.8194375|0.3879375,-69.9344375|0.2646875,-65.9330625|0.1806875,-72.634875|0.3280625,-131.4233125|71.138,-133.8688125|72.9195,-132.213375|71.971125,-124.2421875|63.636625,-131.4183125|72.14475,-131.6255|72.238375,-132.6875|72.56275,-133.224|72.2555625,-130.89675|70.88875,-131.573875|71.340875,-136.4225|70.01525,-140.091|69.719,-141.100375|69.4030625,-141.0785625|69.58025,-140.1368125|70.0935625,-139.845625|69.929625,-141.014|69.5125,-140.6430625|69.5659375,-139.650625|69.848625,-140.856|70.221125,-119.0195625|62.074125,-125.566875|63.6418125,-121.4109375|62.4330625,-122.221125|62.8984375,-121.2151875|62.3124375,-122.252625|62.9805625,-120.5669375|62.58125,-122.3114375|64.033,-122.226|63.4996875,-121.233625|62.478625,-137.745625|69.808875,-138.637|71.0575625,-141.1785625|70.9526875,-138.1274375|70.417375,-137.1909375|70.46275,-138.429375|69.966625,-137.0815|69.657375,-138.83675|70.5900625,-139.2990625|70.430875,-137.7189375|69.798,
-72.77125|0.440625,-71.235125|0.2266875,-68.683875|0.226125,-68.4276875|0.307875,-8.004|0.0,-64.14925|0.2466875,-66.31|0.182,-62.705125|0.32675,-60.9084375|0.2574375,-63.825875|0.3451875,-135.48775|68.765625,-135.6771875|69.18075,-134.573|68.690625,-137.597125|67.9240625,-133.4791875|68.6931875,-133.8935625|69.145875,-134.750875|68.6104375,-136.595875|68.5486875,-134.723625|69.1754375,-135.9730625|68.6773125,-134.328125|69.228,-139.2581875|69.0115625,-140.2483125|69.0393125,-139.001625|68.715375,-138.7649375|69.01425,-140.7790625|70.9119375,-139.888625|69.886875,-141.049625|69.9409375,-139.09925|69.203875,-140.1040625|69.8844375,-117.50125|65.3055,-113.908|59.56475,-118.2268125|65.070875,-118.2871875|65.160875,-119.0510625|65.1135625,-118.437625|65.1180625,-118.48225|65.2389375,-119.7181875|65.8473125,-119.8528125|65.7446875,-119.7164375|65.684875,-138.7995625|70.918875,-137.9791875|70.826875,-139.8225625|70.4845,-136.6503125|70.4109375,-137.7975|70.543125,-138.0789375|71.2465,-137.0873125|69.7506875,-138.2596875|70.2968125,-139.03175|70.971625,-137.3779375|70.0805,
-61.34225|0.218,-59.906625|0.266125,-60.20075|0.225125,-63.929375|0.31,-64.289875|0.3115,-12.006|0.0,-55.188|0.303375,-54.345|0.279125,-56.964375|0.358,-57.099125|0.336375,-135.316375|69.94,-133.88325|68.8835,-134.377375|68.92975,-137.41975|68.90225,-132.150875|69.024,-132.506375|68.84275,-133.7891875|68.7974375,-134.88425|69.383125,-134.700625|69.47525,-133.254625|68.08575,-129.920375|70.4535,-121.4430625|59.5513125,-134.408875|72.2678125,-136.444125|72.99,-132.70125|71.8444375,-135.107125|73.5893125,-135.082125|72.1439375,-135.2880625|73.070625,-135.5225625|73.27525,-134.3539375|71.9751875,-118.7894375|62.0680625,-122.9014375|63.3525625,-119.240125|62.594,-120.37975|63.197625,-121.28775|62.933625,-120.54375|62.5235625,-120.49375|62.3874375,-119.3789375|62.2394375,-119.920875|63.108875,-120.3211875|62.9391875,-137.0143125|70.5128125,-136.410875|70.773875,-138.73925|70.8705,-136.264125|70.904875,-136.932|70.675875,-136.61975|69.976625,-136.6298125|70.397375,-136.086375|70.2835,-137.475875|70.728875,-137.2706875|70.2215,
-56.733375|0.597375,-55.0465|0.549875,-54.99575|0.642375,-55.61275|0.431625,-55.943125|0.504375,-57.3515|0.50925,-9.0045|0.0,-47.903125|0.59625,-51.667375|0.589625,-52.075625|0.499125,-134.786|68.1235,-133.3065|67.980875,-134.233625|68.438125,-137.00525|68.172125,-134.256625|69.053875,-132.92875|68.34325,-134.310625|68.306625,-134.975625|68.99025,-132.625125|67.936375,-134.266875|67.549875,-134.3545|68.534125,-138.671875|69.914375,-139.34425|69.22225,-139.864875|69.146,-139.448375|69.54775,-140.2175|69.607625,-140.884375|70.172375,-139.53925|68.33875,-137.0075|67.8865,-139.65975|69.853875,-120.401375|62.460375,-122.959625|62.1815,-119.82525|61.544875,-119.40275|61.36875,-119.79825|61.847375,-120.72625|62.785,-120.887875|62.828125,-121.011625|63.28575,-119.909375|62.4595,-119.3255|61.701875,-137.118875|69.41725,-137.563375|69.455625,-138.714875|70.46275,-136.65|70.393875,-136.63425|69.650625,-137.623125|70.175125,-137.625375|70.286375,-137.79575|70.700875,-137.709375|69.33075,-137.91|70.084375,
-50.172625|0.467,-48.636|0.31175,-48.249125|0.395625,-50.06075|0.491625,-48.29575|0.441,-49.99075|0.36475,-48.864375|0.471625,-11.0055|0.0,-46.524125|0.4855,-45.655|0.514,-133.694375|68.98325,-134.3375|68.340375,-133.22075|68.535,-137.02275|68.75025,-132.395125|68.918625,-131.858|68.727375,-133.7855|68.364625,-133.358625|67.51875,-131.750625|67.14875,-134.01625|68.791625,-133.277375|69.068625,-138.8145|69.477875,-138.43575|68.577875,-138.587625|69.166875,-138.831375|69.369375,-136.84525|68.659625,-139.199875|69.092625,-138.108875|69.132625,-137.597875|69.30875,-138.837625|69.096875,-119.186125|61.92675,-122.3235|61.8915,-119.44275|61.50425,-120.3145|62.13175,-119.8355|62.446125,-119.61475|62.09,-118.450875|61.83975,-119.986|62.285375,-121.251625|62.77875,-120.10525|61.7995,-136.39475|70.202625,-136.81775|70.162875,-137.5395|69.72325,-136.261625|70.584625,-136.073125|69.871375,-138.316375|70.5,-136.7275|69.998375,-137.5805|69.704625,-137.251375|69.817625,-136.478125|70.083375,
-42.9274375|0.532625,-43.020125|0.56925,-42.7864375|0.576625,-44.02225|0.6166875,-43.136625|0.632125,-42.3366875|0.6363125,-42.4065625|0.517625,-42.0940625|0.421,-9.0045|0.0,-39.49325|0.591625,-133.176625|68.846875,-132.333875|69.07825,-131.9829375|68.501,-136.2501875|69.993375,-130.4536875|68.90425,-131.0198125|68.7225625,-131.6085625|68.649375,-131.7500625|67.14225,-131.2579375|67.9940625,-133.187625|68.9501875,-130.52575|68.168875,-138.04|69.3189375,-137.12725|69.633875,-137.9663125|69.2551875,-136.89075|69.275125,-135.556|69.09,-136.6239375|69.254625,-138.2629375|69.728625,-136.251375|69.0950625,-136.4385|69.0483125,-117.643625|62.61125,-122.2105|62.653,-119.0050625|62.786375,-117.5735|62.393625,-118.0881875|62.14575,-120.602625|64.2595625,-119.3201875|63.027625,-118.0025625|61.994,-117.9914375|62.638625,-118.1548125|62.17025,-127.8401875|71.3385,-127.133375|70.7655,-118.487875|61.01675,-128.272625|71.372625,-127.3134375|71.45325,-128.08375|71.0805625,-128.4369375|70.722625,-127.986|71.08325,-127.8120625|70.667875,-127.918125|71.0253125,
-39.097375|0.505375,-39.82475|0.407125,-41.52125|0.5395,-38.7525|0.525375,-40.011375|0.482,-41.395625|0.377375,-38.63125|0.430625,-39.532625|0.48325,-40.90075|0.45025,-12.006|0.0,-133.517125|68.448,-132.309|67.81525,-133.126625|68.632125,-135.2525|68.268875,-131.1595|68.434375,-131.84225|68.781625,-133.524625|69.092625,-133.00225|68.044125,-131.795875|68.2295,-133.141375|68.30625,-132.6915|69.198125,-138.675|69.151125,-137.600875|68.335375,-137.962375|69.039375,-136.801625|68.930875,-137.759625|69.718625,-137.026875|68.655,-138.24275|69.21975,-135.82825|68.881375,-136.38475|68.427625,-118.2535|62.195,-122.359125|62.6525,-118.508375|61.96225,-120.01775|63.03875,-119.756875|62.19,-117.799875|61.398875,-119.0105|62.089125,-118.690125|61.9095,-116.585|60.580375,-119.28725|62.2075,-136.502375|70.10875,-135.75025|69.259,-138.155|70.165625,-135.8575|70.02425,-135.415625|69.555,-136.2725|70.166125,-137.186125|70.350625,-135.53475|70.07125,-137.277375|70.1565,-137.3505|70.746125,
