-10.005|0.0,-27.24925|3.902,-27.2006875|3.8183125,-22.8945|2.6849375,-23.9501875|2.8748125,-76.703125|41.9963125,-75.30925|41.81525,-75.656875|40.9116875,-75.9136875|41.3844375,-76.0253125|41.5910625,-72.1066875|36.22425,-74.181|36.445125,-73.7966875|36.6891875,-73.9021875|36.47275,-74.261|36.8360625,-69.6239375|33.3344375,-70.16175|33.1984375,-70.2195625|33.38225,-69.3931875|32.9685,-70.1338125|33.23825,-75.3925|37.117375,-74.02725|36.3250625,-74.947625|36.6234375,-72.6924375|36.5126875,-74.3911875|36.594,
-22.231375|1.85125,-13.0065|0.0,-37.79225|3.100125,-31.1500625|1.9124375,-34.54625|2.4814375,-73.667625|40.24775,-72.0574375|40.0033125,-73.7654375|39.893375,-74.298375|40.3293125,-74.470375|40.0609375,-52.7915|24.941125,-67.748|35.090875,-68.0026875|34.9884375,-68.0075|35.3373125,-67.01025|34.7401875,-67.480125|32.0825625,-68.5075|32.3833125,-67.5484375|31.8924375,-67.5056875|31.7624375,-67.8026875|32.1966875,-62.2680625|32.1515625,-60.9538125|31.8365625,-61.8595625|32.078625,-49.0116875|24.000875,-61.6284375|32.216375,
-38.9315|3.005375,-39.1254375|3.2449375,-12.006|0.0,-37.0839375|3.1965,-36.585|2.9311875,-71.379625|41.7595625,-56.401375|30.75525,-71.95325|41.09225,-72.9456875|41.5186875,-73.22675|42.16425,-70.8888125|36.0525625,-73.1021875|36.3911875,-73.527875|36.1140625,-73.8426875|36.2160625,-73.692375|36.57875,-61.897625|30.981125,-63.3591875|31.8971875,-63.48125|32.211375,-63.4236875|32.181625,-63.7241875|32.1666875,-73.7829375|36.0005625,-73.75725|36.26025,-74.332625|36.4751875,-71.38475|36.2313125,-73.7709375|36.119375,
-41.0429375|3.745125,-42.03425|3.69025,-42.8561875|4.0705,-8.004|0.0,-39.3914375|3.902125,-76.5360625|40.729125,-73.828375|40.784,-76.88025|41.071625,-77.1005625|40.7049375,-77.573375|40.5956875,-71.44975|36.0085,-74.82675|35.4989375,-74.40275|35.7005,-74.241875|35.7378125,-73.9854375|35.4168125,-70.2469375|32.5740625,-70.165875|32.615,-70.75325|32.8658125,-70.209375|32.5795625,-70.0663125|32.790125,-75.1545625|35.618375,-74.8990625|35.765125,-74.677125|35.398625,-71.3536875|35.75825,-75.33475|36.0685,
-39.7888125|3.2788125,-41.8075|3.33,-41.038875|3.4371875,-38.2999375|3.23975,-11.0055|0.0,-75.3248125|40.109,-73.3196875|40.31475,-76.160875|40.0396875,-76.75625|40.4114375,-77.83725|40.5121875,-72.457|35.98425,-74.108125|35.3003125,-75.3315|36.3411875,-74.6905625|35.8101875,-74.706625|35.8696875,-69.51125|32.4146875,-69.6586875|31.9176875,-69.52575|32.1988125,-70.1831875|32.5795,-69.072875|32.051875,-75.23825|35.534625,-75.278|35.82125,-75.182125|35.06675,-72.04175|35.608375,-74.373|35.681125,
-73.8501875|34.5745,-75.01275|34.722625,-73.4596875|34.8600625,-74.2791875|34.3569375,-75.2014375|35.1325625,-13.0065|0.0,-30.0003125|3.6841875,-22.5013125|3.0535,-27.3531875|3.6286875,-24.2985|3.02,-74.375875|35.9061875,-72.368|35.8623125,-73.750375|35.716125,-73.386375|35.4856875,-73.914|35.747375,-68.380875|32.7240625,-68.716375|32.3155,-69.654|32.713875,-69.4288125|32.7993125,-69.4074375|32.6569375,-74.5970625|35.6330625,-73.819375|35.4358125,-73.9364375|35.513875,-72.1349375|35.261,-74.14975|35.8455,
-68.8956875|34.0188125,-69.3485|34.2459375,-67.787|34.26575,-69.2461875|34.0183125,-69.3140625|34.1465,-25.514625|3.5548125,-11.0055|0.0,-37.0681875|3.692125,-40.8715625|4.1314375,-40.4671875|3.9175625,-73.59825|35.60475,-71.57525|35.4931875,-73.8473125|35.4645625,-73.642375|35.5375,-74.1496875|35.5976875,-67.8281875|32.3813125,-69.6653125|32.3718125,-69.12025|32.0714375,-69.2360625|32.321125,-69.0563125|32.4581875,-74.7909375|35.5865,-74.1469375|35.6354375,-74.01975|35.306875,-72.9899375|35.912125,-74.3066875|35.491375,
-75.298125|35.0414375,-74.81375|34.494375,-73.785375|35.244375,-75.4576875|35.066,-75.925875|34.9363125,-42.3016875|5.173125,-42.6113125|4.974,-8.004|0.0,-44.595125|5.667625,-42.4548125|5.3094375,-74.1528125|35.4523125,-71.5891875|35.55125,-74.8800625|36.308625,-74.0476875|35.6118125,-75.355875|36.2143125,-65.3745625|33.1384375,-66.2891875|32.843125,-65.803375|33.017,-65.5649375|32.4943125,-66.4635625|32.8705,-74.3550625|35.6860625,-75.150375|35.8571875,-74.7696875|35.8481875,-72.209625|35.623375,-73.8635625|35.4155625,
-75.109|34.1794375,-75.218|34.9136875,-72.67775|34.679625,-74.57475|34.3109375,-74.9775625|34.5784375,-41.879125|4.35725,-43.8773125|4.597,-42.168|4.6059375,-13.0065|0.0,-40.199|4.38425,-69.636375|35.199875,-55.06475|25.7700625,-70.3613125|35.226,-70.8351875|35.7530625,-71.2945625|35.8551875,-66.92775|31.9785,-69.3134375|32.4306875,-69.7985625|32.5486875,-69.25475|32.260875,-68.7016875|31.8019375,-73.82325|35.212125,-74.7315|35.2868125,-74.58225|35.2290625,-72.1888125|35.8770625,-73.9531875|35.385875,
-75.188875|34.682125,-75.170125|34.3018125,-72.282125|34.4195,-75.0425625|34.124,-74.5754375|34.4673125,-40.80525|3.9181875,-42.85275|3.856,-40.784875|4.0675,-41.229|3.7883125,-10.005|0.0,-73.568875|34.93875,-70.632|35.112875,-74.3835|35.52525,-74.322375|35.184,-74.1383125|35.141125,-66.7604375|31.783125,-68.071375|31.829125,-68.3505625|31.7594375,-68.94175|31.8135625,-68.624|32.0853125,-68.4239375|34.7113125,-68.508875|34.7845625,-68.6275625|34.747875,-66.4494375|34.5370625,-67.970125|34.5541875,
