-9.0045|0.0,-45.94575|0.2420625,-41.0238125|0.4536875,-43.810875|0.2775625,-39.5344375|0.239625,-39.00925|0.25575,-47.7080625|0.41575,-44.3394375|0.3644375,-46.039625|0.33,-46.4710625|0.2829375,-147.2743125|68.26375,-147.80075|68.0535625,-147.99575|67.4995,-147.9141875|67.7750625,-149.08175|68.1530625,-147.551875|68.2333125,-148.3598125|67.914125,-146.895625|67.6745625,-149.063875|67.4670625,-149.4020625|67.988875,-141.0970625|73.838125,-141.0965|73.2294375,-141.613875|72.1019375,-142.8191875|73.4080625,-141.96375|73.13,-143.597|74.3705625,-141.67125|72.9995,-142.476375|73.1509375,-142.9125625|73.6644375,-143.776875|73.4548125,-145.4118125|68.692875,-144.87075|68.8420625,-144.21725|68.1275625,-144.620125|68.8503125,-142.8064375|68.17425,-145.3211875|68.3015625,-145.038875|68.847625,-144.9513125|68.38125,-144.298375|68.717875,-143.486625|67.638,-143.045625|72.5099375,-144.6053125|72.302125,-144.46525|72.459875,-145.23775|73.300875,-144.0725625|73.482,-143.70425|72.7655625,-143.06525|73.0988125,-143.611|72.58925,-146.1220625|72.3075625,-144.5024375|73.7366875,
-44.9039375|0.2568125,-11.0055|0.0,-75.381125|0.311,-72.0416875|0.293375,-83.9348125|0.235,-84.00425|0.2863125,-69.3490625|0.310625,-77.196375|0.2771875,-74.37775|0.2599375,-74.3755|0.3445,-145.771|67.863875,-148.763|68.5346875,-147.88775|67.6066875,-147.152625|67.476875,-146.91775|67.036875,-146.731625|68.408625,-146.8954375|67.666125,-146.619625|68.0414375,-148.8370625|68.1004375,-148.037|68.6965625,-141.7446875|72.8826875,-143.437875|73.3586875,-142.3721875|73.106,-141.673125|72.5010625,-141.9925|73.2550625,-144.639125|73.64175,-142.4576875|73.1960625,-142.5678125|73.2410625,-143.3406875|73.23675,-141.8530625|72.7576875,-145.121|68.51975,-144.3333125|68.0596875,-145.829375|68.9671875,-146.055375|68.862125,-145.4356875|68.068,-145.746125|68.596375,-146.3685|68.4075,-147.271375|69.5159375,-144.2270625|67.873,-145.6330625|67.99575,-143.16125|72.69475,-142.5358125|72.13775,-144.049625|72.8615,-142.6503125|72.129625,-142.573625|72.2124375,-143.4950625|72.473625,-142.9255|72.867375,-141.41825|72.3884375,-147.181875|71.2695,-143.258375|72.2615625,
-65.658625|0.260125,-65.3518125|0.2215,-8.004|0.0,-68.722875|0.260875,-66.620875|0.2334375,-63.58775|0.2024375,-65.409625|0.266,-69.372375|0.2173125,-66.6401875|0.265,-69.661875|0.224125,-138.711375|71.768125,-127.704625|60.485625,-139.41825|72.492625,-138.2305625|71.010375,-138.3779375|71.841125,-138.3188125|71.577625,-137.5978125|71.371875,-138.6629375|71.710875,-138.711125|71.76075,-138.231125|71.4266875,-141.3035|75.682625,-141.698875|76.588625,-140.356|75.13075,-140.1521875|75.7936875,-140.156875|75.9233125,-140.7484375|75.7689375,-140.50125|75.4035,-140.494|75.7644375,-139.844375|74.920875,-139.2956875|75.2758125,-136.71575|72.6961875,-138.0783125|73.2579375,-139.5214375|73.7155625,-138.6945|73.75275,-137.043625|72.9728125,-127.2235|63.6344375,-138.05|73.7048125,-138.573|74.036125,-137.9771875|73.141375,-137.307125|72.5981875,-130.2620625|72.95225,-131.018125|73.312875,-133.085625|74.3658125,-131.3021875|73.754125,-133.3141875|74.580875,-131.3324375|73.9944375,-131.0536875|73.106625,-132.1758125|74.2259375,-121.3225|61.553625,-130.544375|73.7198125,
-73.1445|0.4483125,-74.741875|0.486,-75.93975|0.5151875,-9.0045|0.0,-63.2968125|0.6301875,-63.1315625|0.4145625,-67.6845625|0.43975,-67.143375|0.4381875,-67.10125|0.5981875,-67.033875|0.3973125,-146.85075|68.073125,-148.3675|68.0878125,-145.675875|66.928125,-145.3530625|67.5100625,-144.011875|66.21075,-146.1208125|67.45925,-146.0613125|67.4929375,-146.7789375|68.1131875,-146.684625|67.4494375,-146.6291875|68.2659375,-141.3701875|72.9316875,-142.5910625|73.6866875,-141.8184375|73.1296875,-142.5451875|73.6649375,-140.81575|73.1699375,-141.8175|73.4615,-141.3704375|72.7855,-142.381|73.4101875,-142.2103125|72.659375,-140.555|73.6755625,-145.157125|68.371,-145.595125|68.0229375,-145.1565|68.722125,-145.903875|69.0318125,-145.4323125|68.238875,-144.8479375|68.683,-145.298375|68.4725625,-146.235|68.3580625,-144.1784375|68.2704375,-143.961125|68.3288125,-141.933125|72.4216875,-142.817|72.6265625,-141.7155|71.735375,-143.1215|72.51225,-141.5221875|72.3390625,-142.055625|72.40025,-142.5479375|72.8238125,-141.9225|72.052625,-148.451|72.7500625,-141.804875|72.384,
-70.1344375|0.42625,-69.971875|0.3830625,-67.075875|0.447125,-62.648375|0.4638125,-9.0045|0.0,-59.3088125|0.4626875,-62.186125|0.3014375,-58.0285|0.4530625,-63.2239375|0.369875,-60.2535625|0.4996875,-143.7920625|67.553875,-146.174625|67.9780625,-147.0655|67.9264375,-144.96075|68.369125,-145.350625|67.326375,-144.9106875|68.24475,-146.3759375|67.909875,-145.6278125|67.7339375,-147.09275|67.7523125,-146.016|67.4034375,-140.44375|74.073875,-141.2200625|73.3198125,-141.68|73.626375,-140.1053125|72.3331875,-140.5841875|72.7785,-139.7925625|73.015,-140.642875|72.98575,-141.16475|73.989375,-139.08325|72.811125,-141.6301875|73.163875,-143.90075|69.08875,-142.939375|68.5930625,-144.536|68.3261875,-144.837375|68.648375,-143.8148125|68.9275,-144.63175|69.3221875,-143.5448125|68.44975,-144.1831875|68.710875,-143.5289375|68.506125,-145.210875|68.7969375,-142.17525|73.3436875,-140.3015|71.58575,-141.491375|71.9535625,-140.958125|72.5323125,-140.6945|72.35125,-141.646375|72.911,-140.118875|72.6328125,-140.6588125|72.378875,-148.016|72.6046875,-140.8564375|72.2925625,
-62.253|0.3941875,-62.665375|0.3555,-58.730125|0.4054375,-55.774|0.3190625,-58.38675|0.354,-8.004|0.0,-55.200875|0.4510625,-51.39875|0.5068125,-56.1305625|0.463875,-53.3695625|0.3483125,-146.069125|68.2030625,-146.5381875|68.1761875,-145.112875|68.2255625,-143.540625|67.671125,-145.2983125|67.5546875,-144.4165625|67.6165,-144.7668125|68.1448125,-144.4406875|67.4131875,-146.166125|68.2991875,-144.6909375|67.786875,-139.7131875|73.05775,-139.7055625|72.3391875,-140.6208125|73.6123125,-139.9618125|72.51,-139.8484375|73.54,-140.5835625|72.8793125,-141.091375|73.4778125,-138.3868125|72.8701875,-139.721375|73.126125,-140.380125|72.849875,-143.8820625|68.44775,-144.2070625|69.635,-142.5111875|68.45425,-143.5201875|68.4231875,-143.2096875|68.5065,-143.9465625|68.5790625,-142.2181875|68.05575,-145.018875|68.0304375,-144.598875|69.7640625,-143.011|69.3339375,-141.557375|73.635125,-140.0675625|71.7794375,-141.8985625|72.540125,-141.2418125|72.98225,-140.2560625|71.7716875,-139.4253125|72.235375,-140.1668125|72.0095,-138.3378125|72.1879375,-146.3966875|72.20825,-138.9251875|72.0153125,
-54.0261875|0.5956875,-56.2240625|0.6795625,-55.793|0.809125,-51.346|0.681,-50.8581875|0.667875,-50.761125|0.6036875,-12.006|0.0,-47.51|0.70825,-49.523625|0.6379375,-50.5804375|0.8128125,-142.908625|68.425,-144.9590625|68.547,-144.43925|69.3960625,-144.832375|69.178625,-143.999125|68.5535625,-143.8651875|68.545625,-145.170625|68.74425,-144.781|69.0080625,-144.624125|68.92025,-146.2833125|69.3355,-136.6101875|77.5174375,-135.8998125|77.082375,-136.44725|76.6519375,-124.9001875|66.8751875,-135.162875|76.7991875,-136.2946875|77.3893125,-135.79425|76.77175,-135.9724375|76.8574375,-136.4268125|77.8455625,-136.1915|76.7686875,-144.653|69.7459375,-143.5056875|69.1691875,-141.418125|68.4033125,-143.7834375|70.4165625,-142.4076875|69.86275,-141.975375|68.7738125,-141.8764375|69.425125,-142.352|68.79575,-142.2238125|69.382125,-143.27575|69.493875,-139.555875|73.0465625,-139.8640625|73.6995625,-139.1965625|72.260125,-140.1164375|73.491,-138.504375|73.04625,-138.623625|72.9610625,-138.9514375|73.210375,-139.604|73.176125,-145.188875|73.049625,-139.826875|73.6028125,
-49.5163125|0.393875,-49.7411875|0.6191875,-50.932875|0.5005625,-47.389125|0.6521875,-46.4809375|0.5945,-46.3510625|0.6671875,-52.2588125|0.4865625,-10.005|0.0,-45.782875|0.6591875,-46.716375|0.65125,-142.2835|67.2536875,-144.2936875|67.9215625,-143.861|67.7688125,-143.0279375|67.898625,-144.4029375|67.55375,-143.3568125|67.478875,-143.9036875|68.6309375,-144.142875|67.864,-145.2816875|67.530625,-144.3641875|67.95325,-138.320125|72.9930625,-139.207|72.851,-138.9538125|72.6561875,-140.4110625|73.198125,-138.6888125|73.1305,-140.599375|73.75275,-141.0195|74.7646875,-138.481875|72.946125,-138.9318125|73.410625,-139.851|73.38625,-142.14825|68.4336875,-141.45675|68.4196875,-142.848875|68.41525,-142.756375|68.202,-141.6731875|68.613,-143.3019375|68.027875,-142.486875|69.1071875,-143.0603125|68.8275,-140.9078125|67.304375,-141.3724375|68.1214375,-139.0541875|72.59825,-138.509|72.220125,-139.5175625|72.334375,-140.049125|72.0575,-139.3985|72.4704375,-137.8199375|71.8608125,-140.210625|72.8118125,-138.544375|72.06225,-144.5090625|72.188875,-138.5759375|72.320625,
-46.21375|0.5433125,-46.0683125|0.5305,-48.203625|0.9013125,-43.4848125|0.6978125,-41.9120625|0.731875,-40.863625|0.7896875,-49.5281875|0.7326875,-44.6544375|0.7696875,-10.005|0.0,-41.75325|0.5095,-142.0259375|67.161875,-144.306875|68.2986875,-142.683875|67.7575,-143.7959375|67.576375,-143.2743125|68.2746875,-143.121625|67.9295,-143.643625|68.034125,-142.95225|67.1663125,-145.1461875|67.7675625,-143.974625|67.2925,-139.33575|73.342375,-139.4353125|73.0731875,-140.028625|73.3999375,-138.9099375|73.327375,-138.692875|73.193,-138.5969375|72.5926875,-140.159|72.9495,-140.8194375|74.5576875,-139.6275625|73.2864375,-138.1865|73.4108125,-142.2244375|68.665375,-142.7133125|68.89475,-141.7805625|68.4359375,-143.2643125|68.4074375,-141.3229375|69.2521875,-142.812625|68.438375,-141.863625|68.58725,-142.721125|68.75025,-141.7920625|69.3261875,-141.742625|68.572625,-138.6721875|73.282375,-138.2721875|72.3505625,-140.590125|73.317125,-139.7065625|72.8745625,-139.737125|73.2378125,-139.580375|72.992,-139.4291875|72.145375,-139.3936875|72.4774375,-143.788|71.351125,-138.7569375|72.5031875,
-42.979375|0.836625,-43.300625|0.6825,-42.502|0.888875,-41.53075|0.881875,-41.264125|0.63075,-40.4400625|0.838125,-44.4464375|0.733875,-42.782375|0.9635,-41.453875|0.869,-12.006|0.0,-142.24625|67.536375,-144.3504375|67.30475,-143.0755625|68.058875,-141.4455625|66.99375,-142.127875|67.5965,-142.537125|68.5575,-142.7179375|67.52,-143.0553125|68.017,-144.207|68.69,-145.2044375|67.997875,-138.52525|73.745875,-138.5169375|73.02325,-138.36575|73.48775,-138.6215625|73.46425,-138.9909375|73.41425,-138.3979375|72.885,-138.79925|73.468,-140.6750625|73.5375,-139.1061875|73.17225,-138.3618125|73.025125,-141.028125|68.422875,-140.1865625|68.314625,-141.6643125|68.5845,-141.5905625|68.16575,-140.92175|67.391375,-142.0705|68.70775,-141.5680625|67.731,-142.8470625|68.517625,-141.80875|68.542625,-141.08|68.176875,-138.9563125|72.3715,-139.027125|72.585375,-139.044375|72.325125,-138.643375|72.6725,-138.5544375|72.801125,-137.7789375|72.259875,-139.587625|73.15675,-138.8931875|72.3915,-144.7765625|72.367,-138.5706875|73.01775,
