-9.009|0.0,-17.326875|2.457125,-19.486875|3.684125,-16.609375|2.568125,-44.950125|21.60825,-45.65125|21.91075,-46.185125|21.826875,-46.025|21.91325,-31.9885|13.792625,-44.155|21.582375,-44.606625|21.857375,-44.46225|21.875125,-49.7495|27.74875,-50.74775|27.9205,-51.164875|27.64625,-51.13025|27.884,
-18.336625|2.660375,-9.009|0.0,-31.587|4.05025,-26.927375|3.13975,-45.95675|21.751125,-47.1455|21.88625,-46.943625|21.920625,-47.13575|21.953375,-46.91|22.592875,-47.7735|22.49675,-47.82625|22.748,-48.116125|22.402125,-50.33625|28.001625,-51.664375|27.035625,-52.148625|27.774625,-51.8345|27.965375,
-24.763|1.760875,-23.350875|1.856625,-11.011|0.0,-28.3905|2.222,-30.456375|13.26775,-40.286125|19.824375,-40.310125|20.016,-40.829625|20.304625,-44.758875|21.241375,-46.39|21.36275,-46.194125|21.558875,-46.743125|21.823625,-36.637|19.021875,-47.067375|26.478875,-47.64975|27.2665,-47.85975|27.467,
-29.76875|3.093,-30.0845|2.970375,-31.896625|3.3335,-9.009|0.0,-46.13075|21.83475,-47.069875|20.883,-47.034|21.439875,-47.62125|21.602375,-46.152375|22.236125,-48.840875|22.57475,-48.557875|22.31575,-47.99625|22.16125,-49.8325|26.86925,-51.446|27.35375,-51.523125|27.03425,-51.5345|27.1835,
-43.608375|23.345875,-43.698375|23.567,-42.670875|23.23825,-43.488125|23.3395,-9.009|0.0,-15.52025|2.40225,-15.93025|2.06425,-16.59975|2.783375,-43.285125|21.13075,-42.4845|21.257875,-30.16975|13.17375,-42.85025|21.288625,-48.968125|27.18375,-49.09775|27.468625,-47.8755|27.26525,-49.134125|27.20325,
-48.199875|24.780875,-48.39425|24.67225,-48.6305|25.099875,-48.775375|25.132125,-21.34725|3.46975,-9.009|0.0,-26.17175|3.628,-29.575625|4.48075,-48.277|23.043,-47.77275|23.059,-47.127875|22.892375,-48.275|23.063,-51.72975|27.98175,-51.77075|27.8595,-50.345|28.556875,-51.97675|28.196125,
-49.252875|24.559,-49.448375|24.93275,-48.064625|24.38575,-48.896375|24.6025,-27.554125|3.69825,-25.357|3.6965,-9.009|0.0,-30.560875|4.38,-48.856625|22.5325,-48.429625|22.90475,-47.594625|22.95625,-48.72575|22.93,-51.827625|27.82,-51.8915|27.8495,-49.463375|27.79325,-51.678|27.8455,
-48.90575|24.367,-48.660875|24.281,-47.752875|24.200375,-49.052875|24.64925,-28.689|3.35375,-28.17025|3.32575,-28.5915|3.36525,-9.009|0.0,-48.39925|22.3465,-47.675875|22.408375,-46.437625|22.682875,-48.382375|22.73475,-49.2625|28.298875,-48.842|27.872875,-34.75625|18.343625,-48.96275|28.059,
-46.114125|25.266625,-45.984|24.7625,-46.00425|25.1205,-46.337|25.240125,-45.20325|22.217125,-45.49325|22.349875,-45.932375|22.45125,-46.159125|22.6315,-8.008|0.0,-18.236625|3.652,-20.724375|3.88625,-17.366125|3.055125,-50.9065|28.10325,-49.7075|28.401,-51.05775|28.4705,-51.0775|28.1955,
-48.167375|24.852125,-48.171|24.86325,-47.739375|24.85625,-47.738|24.8315,-45.884125|22.26725,-45.977375|21.806375,-46.439625|21.831625,-46.5515|22.141125,-19.776875|3.161875,-11.011|0.0,-28.501875|4.01075,-27.696125|3.922625,-51.61525|27.923,-49.46525|28.08925,-51.50375|28.2275,-51.74525|28.21225,
-46.84025|24.4535,-48.1825|24.59625,-47.9765|24.84975,-48.167125|24.851875,-43.49|22.30925,-43.83925|22.37925,-44.598875|22.707375,-44.3635|22.517,-26.5265|3.7055,-25.788|3.88925,-9.009|0.0,-29.4725|4.15675,-48.8745|28.50025,-34.633875|18.577125,-49.416875|28.358875,-49.77525|28.773,
-47.536375|24.38,-47.73875|24.114125,-48.503375|24.554,-49.106125|24.447625,-46.477|22.047875,-46.080875|21.52425,-45.98625|21.65325,-47.068|22.051125,-30.21225|3.934875,-30.15925|3.990625,-30.803125|4.104,-10.01|0.0,-51.62925|27.833,-49.939|27.62275,-53.089|27.938,-51.6645|27.49125,
-46.4455|24.3545,-46.439375|24.17575,-45.473625|24.4755,-46.695|24.441125,-45.568125|21.49525,-44.847|21.39,-45.813|21.7285,-45.288125|21.739,-47.22075|22.65925,-47.750875|22.433375,-46.496875|22.353375,-47.108125|22.217625,-12.012|0.0,-20.993|3.2715,-21.735|3.352375,-20.25825|3.36625,
-48.295|24.4585,-47.847125|24.01,-47.1255|23.83275,-48.278|23.99925,-46.332125|21.46875,-45.8195|21.26425,-46.124375|21.4555,-45.381875|21.51875,-45.8125|22.36975,-45.530875|22.36825,-44.433125|22.276,-45.8155|22.34025,-23.81075|3.892,-9.009|0.0,-31.619125|4.57575,-32.403625|4.73925,
-48.90325|24.00425,-48.3155|24.104,-47.43025|24.05475,-48.576|24.46325,-44.5935|22.00125,-43.76425|21.544,-43.94275|21.71325,-42.82725|21.402,-48.27325|22.3275,-47.97725|22.11675,-46.93775|22.15625,-47.8665|21.999,-31.1945|4.076,-30.68275|4.399,-9.009|0.0,-33.24575|4.37025,
-48.889|23.7085,-49.50825|23.74225,-47.3555|23.45275,-49.528|23.55275,-46.60525|21.25875,-46.16675|21.019,-46.5285|20.87325,-45.452|21.16325,-49.25925|21.985,-48.388|22.0765,-47.18525|21.91175,-48.7085|22.02875,-33.50375|4.02325,-34.3765|3.7865,-33.26825|3.94375,-11.011|0.0,
