-11.011|0.0,-17.5115|2.7035,-17.8075|2.204,-15.94875|2.534625,-44.652875|22.4335,-44.499|22.41975,-45.207625|22.6295,-43.760625|22.105375,-47.22525|26.897875,-46.873125|26.836875,-46.877625|26.600875,-34.169|17.613,-47.70025|28.2835,-47.641875|28.334375,-46.84175|28.48325,-46.87375|27.996875,
-18.276|2.969375,-8.008|0.0,-26.42375|2.743625,-25.511875|3.300875,-42.856625|22.049625,-43.1895|22.58025,-43.274|22.6785,-31.032375|14.9955,-46.936625|25.9015,-47.057875|25.927875,-47.205|25.789375,-46.1185|25.6835,-43.37|27.0435,-43.542375|27.108375,-30.989|18.216875,-43.47025|27.204125,
-27.572875|3.19275,-27.7125|3.290875,-10.01|0.0,-29.524875|3.382125,-45.455375|22.246875,-45.987125|22.332875,-45.72525|22.0795,-44.411375|22.094875,-49.78125|26.096125,-49.355625|26.344,-49.420625|26.354625,-48.015625|26.092625,-48.62575|27.857875,-48.3925|27.968875,-46.66575|27.368375,-48.249625|27.692,
-29.925375|3.26525,-30.66475|3.244875,-30.518375|3.201875,-8.008|0.0,-46.579|22.310625,-45.970125|21.89875,-46.12625|22.105,-44.26625|22.008875,-49.472375|26.09275,-49.43525|25.783,-49.54925|26.135,-47.828|26.087625,-48.730125|27.39025,-48.835875|27.8095,-46.98875|27.637875,-48.19475|27.751375,
-46.46475|23.423625,-46.34275|23.466875,-46.454625|23.36925,-46.034125|23.1955,-9.009|0.0,-15.84|2.514375,-17.325375|2.817875,-19.0095|3.239625,-46.138625|26.541625,-35.96225|19.36725,-46.208875|26.635375,-47.045375|26.854,-46.17675|28.455625,-45.814375|28.136875,-45.9275|28.5615,-32.818875|19.344875,
-46.940125|22.932,-46.729875|23.3065,-47.66875|22.945125,-47.046|22.973125,-16.797|2.211875,-8.008|0.0,-25.369125|2.700875,-24.66825|2.708875,-48.88025|26.520625,-47.700375|26.391625,-48.804375|26.64375,-48.706375|26.454875,-47.793125|28.056375,-48.033875|28.01125,-47.495875|28.315625,-46.405625|27.979625,
-47.93325|23.3495,-46.7765|22.511125,-47.8985|23.296625,-47.971875|23.05225,-28.162375|2.8945,-27.5195|3.218625,-10.01|0.0,-29.7425|3.671625,-49.623125|26.471375,-47.87475|26.0785,-49.90075|26.5375,-50.0125|26.527375,-48.734625|27.64,-48.664|27.84,-48.04625|27.66125,-47.17875|27.90975,
-42.6675|21.855625,-42.71225|22.102125,-43.262125|21.9665,-42.84225|21.804,-28.4535|3.1735,-27.26325|3.445875,-28.8355|3.394125,-8.008|0.0,-48.95175|25.923875,-47.45375|26.1045,-49.29625|25.87725,-49.671375|26.5025,-48.302|27.73975,-48.8965|27.85275,-48.33575|27.53225,-47.014|28.0375,
-45.08675|21.878625,-45.227125|21.708875,-45.26075|22.048125,-45.14875|21.719,-44.54175|22.166,-44.988625|22.357375,-44.860375|22.050875,-45.17075|21.79875,-11.011|0.0,-23.544125|4.1165,-17.42975|2.150375,-21.386|2.926625,-45.810875|27.697625,-45.387375|27.5355,-34.009375|19.3955,-45.781625|27.92025,
-46.491625|22.8175,-46.773625|22.56375,-46.194625|22.3285,-46.36775|22.4,-40.43925|20.706375,-40.964125|20.7475,-40.782375|20.911375,-41.290625|20.67025,-19.299625|3.253125,-11.011|0.0,-25.787125|2.635625,-29.264125|3.149125,-48.015125|27.789875,-47.1235|27.675625,-46.71075|27.614125,-47.5915|28.363125,
-46.98825|22.557375,-47.49925|22.791125,-47.566125|22.871625,-47.30075|22.644,-45.426875|22.071375,-45.969375|22.129375,-45.26375|21.70625,-46.50725|22.387125,-31.283375|5.064375,-31.75875|5.024375,-8.008|0.0,-33.922|5.21725,-48.990875|28.030875,-48.36625|27.754375,-47.1545|27.90125,-48.450875|27.3505,
-44.348875|22.95475,-44.846|22.91975,-44.362625|22.60575,-44.372875|22.64525,-44.458|21.43175,-45.17025|21.63275,-45.275|21.836,-45.535625|21.57875,-32.220375|3.9305,-31.839625|3.446625,-31.052125|3.882625,-9.009|0.0,-48.523375|27.309,-47.935|27.242,-47.124125|27.206,-48.5565|27.67375,
-47.54325|23.033875,-46.73425|23.030125,-46.451|22.6605,-47.56575|22.943375,-44.7405|21.877375,-45.171875|21.702375,-44.857625|21.803125,-45.40525|21.981375,-48.059125|25.933125,-49.280125|26.028875,-48.869|26.07175,-48.57775|26.02475,-11.011|0.0,-15.673|2.1425,-24.836625|4.83275,-22.267875|4.591875,
-47.639625|22.964,-46.81125|22.651125,-47.747125|22.741875,-48.061875|22.65025,-45.444875|21.824875,-45.32425|21.786625,-45.420125|21.633875,-45.91575|21.998875,-48.33825|25.977,-49.2955|26.281,-49.029375|25.9025,-49.241125|25.987625,-18.728|4.249375,-7.007|0.0,-31.11425|5.443875,-29.4755|5.24425,
-44.7765|22.949,-43.950875|22.72775,-45.09|22.7695,-44.81825|22.62625,-44.8605|21.85125,-44.99675|21.831,-45.034875|21.29475,-45.149875|21.83,-45.70975|25.9805,-46.8485|26.27975,-46.18375|26.1115,-46.1|26.13975,-24.824|3.321125,-24.7225|3.29675,-10.01|0.0,-30.48775|4.03525,
-47.38525|22.52575,-46.913875|22.21125,-47.76075|22.81125,-47.6285|22.435,-42.53675|21.8505,-43.160125|21.9055,-42.84825|21.91275,-43.424875|22.03675,-48.1435|25.76875,-48.592875|25.56575,-49.26875|26.1495,-49.3125|25.81825,-29.811|4.408,-29.65375|4.14825,-32.060875|4.14775,-10.01|0.0,
