-9.0045|0.0,-21.26375|2.6925625,-24.3443125|3.8546875,-24.095|3.0754375,-22.1036875|2.8158125,-72.3278125|39.4368125,-71.3439375|39.323375,-72.1386875|39.2489375,-73.4826875|39.7558125,-72.4724375|39.33775,-73.720125|42.77775,-73.7914375|43.047125,-73.576375|42.74225,-73.569|42.682125,-71.823125|42.9670625,-72.045|35.4298125,-72.2623125|35.5530625,-71.6180625|35.2839375,-71.3623125|35.3945625,-71.575125|35.7298125,-71.7849375|38.713375,-71.49725|39.13175,-70.107375|38.0825625,-70.6428125|38.9276875,-69.371875|38.695,
-20.187|2.602875,-8.004|0.0,-35.958125|3.112375,-33.5379375|2.708875,-35.2086875|2.8255,-71.89475|39.142875,-70.485|39.051,-73.048625|39.4384375,-73.009625|39.039875,-72.6504375|38.80275,-73.3210625|42.3053125,-73.8581875|42.0983125,-73.291125|42.1086875,-73.507|42.5295625,-71.1596875|42.347875,-70.816375|34.923625,-71.5629375|35.1989375,-69.9565625|34.6959375,-71.753|35.015125,-70.2704375|34.6175625,-67.3895625|38.5056875,-67.8431875|39.0204375,-68.0440625|39.1491875,-67.6245|38.94525,-51.84775|28.018375,
-34.4461875|2.687,-34.9494375|2.508125,-11.0055|0.0,-36.7424375|2.96975,-36.038125|3.048375,-69.334|40.2995,-54.3266875|29.5851875,-70.157|40.0483125,-71.146375|41.1580625,-69.6484375|39.8530625,-73.13125|42.553875,-73.725625|42.5215,-72.7583125|42.708,-73.1688125|42.8044375,-70.0126875|42.399375,-67.9591875|35.8894375,-63.832875|32.4190625,-67.8126875|35.6353125,-67.54175|35.59825,-67.6425625|35.6425,-69.360875|38.264125,-69.6308125|38.368375,-70.0743125|38.325625,-70.7623125|38.544,-68.4806875|38.6665625,
-37.459375|4.102625,-37.3405|4.3285,-40.144|4.24525,-13.0065|0.0,-39.701125|4.364,-73.1215|39.244625,-71.200375|38.6975,-73.349875|38.8785,-74.355625|38.949875,-73.930375|38.793,-74.555375|42.350375,-73.570125|42.08925,-74.205375|41.87725,-73.46725|42.438375,-71.394125|42.0515,-71.21675|34.5335,-72.271875|35.066625,-72.079375|34.93975,-72.502625|35.314125,-71.8335|34.822875,-71.258375|38.225625,-71.554625|38.190375,-71.57|38.490375,-71.954625|38.557375,-68.441|37.696625,
-34.0361875|3.6045625,-34.992625|3.928125,-38.257375|4.00125,-38.80525|4.0585,-10.005|0.0,-72.600625|39.298,-70.1635625|39.24025,-73.6164375|39.1715,-73.7841875|39.1255625,-73.419875|38.953875,-70.9196875|43.245125,-71.0538125|43.5828125,-70.6146875|43.3549375,-70.37725|43.11275,-56.89325|32.80125,-70.69775|34.9690625,-72.329125|34.7303125,-71.1930625|35.3133125,-71.2145625|35.1895,-70.3743125|34.364375,-70.83325|38.4406875,-70.713875|38.4018125,-71.05|38.28875,-70.754125|38.1566875,-67.38825|38.385125,
-72.1983125|39.049,-71.6186875|38.459125,-71.056125|38.9963125,-71.561|38.4885625,-72.45675|38.936875,-8.004|0.0,-28.932125|4.0638125,-22.425375|3.3860625,-28.274|3.520875,-26.5678125|4.2580625,-72.8734375|42.7206875,-72.659375|42.7219375,-73.53025|42.410625,-73.9140625|42.6088125,-73.593375|42.547125,-71.5299375|35.225625,-71.572625|35.4418125,-71.1866875|34.939375,-70.7909375|35.1266875,-71.5111875|35.571875,-71.085|38.717,-70.5858125|38.3313125,-71.2246875|38.5635,-69.80775|38.6205625,-70.377|38.499375,
-69.5520625|39.136125,-69.8220625|39.3564375,-67.505375|39.1091875,-69.134125|39.36025,-69.1525|39.013125,-22.75725|3.08025,-10.005|0.0,-36.5446875|3.8110625,-38.93575|3.174125,-38.557875|4.1241875,-73.92275|42.777625,-71.3346875|42.4504375,-74.5908125|42.69625,-74.6291875|42.76325,-75.0065|42.9446875,-72.214875|35.5075625,-70.5115|35.0295625,-71.022625|34.954,-71.8355|35.0474375,-72.206375|35.2715625,-71.6753125|38.4766875,-71.948375|38.52125,-71.287875|38.5246875,-69.97875|38.7686875,-70.2769375|38.2630625,
-72.527875|38.13825,-73.0809375|38.269,-70.934|38.276625,-72.003625|37.8826875,-72.697625|38.2,-34.8848125|3.3049375,-37.7881875|3.7080625,-11.0055|0.0,-38.363625|3.72425,-40.923875|4.052375,-73.7675|42.3004375,-72.7045|42.6313125,-73.9880625|42.0224375,-75.136375|42.4391875,-75.4105625|42.2606875,-72.195125|34.82625,-71.412375|34.8923125,-71.324625|34.3241875,-72.5583125|34.822375,-73.099875|35.054375,-71.6284375|37.647625,-71.324875|37.7315625,-72.5930625|38.040625,-70.57025|38.241875,-72.0535625|38.1579375,
-72.113625|37.8925,-71.9990625|37.73225,-69.5609375|37.970625,-71.4183125|37.786375,-71.894125|37.861125,-35.387375|2.897875,-36.86675|2.728,-35.5825625|2.70725,-10.005|0.0,-38.5030625|2.918875,-72.9721875|42.088375,-71.359125|41.530125,-74.4309375|41.89075,-73.97775|41.911875,-74.507875|41.6455,-69.6636875|35.92,-67.791125|35.42675,-66.3961875|34.123625,-70.171375|36.02675,-69.292125|35.7215,-71.618375|37.952625,-71.2415|37.785375,-71.62125|37.9345,-69.149375|38.317125,-70.436125|37.7465,
-71.939625|38.1881875,-72.362375|38.1465,-69.1416875|38.0329375,-71.1639375|37.972,-71.808|38.5704375,-36.602125|3.53075,-38.779625|3.6068125,-37.8385|3.6340625,-36.8858125|3.6513125,-13.0065|0.0,-69.188875|43.0469375,-56.7340625|32.7284375,-70.999125|43.349875,-70.830875|43.35125,-71.4864375|44.10575,-70.338|34.1234375,-69.6481875|34.4510625,-68.885125|34.1210625,-70.296125|34.4393125,-69.8981875|34.308875,-68.15925|38.8894375,-67.5808125|39.1415,-67.9408125|39.0375,-67.35925|39.7025625,-67.6085|39.190125,
-72.1945625|37.924875,-71.312125|37.4943125,-71.567875|37.7368125,-71.973875|37.8409375,-69.7789375|37.7059375,-72.56825|38.7229375,-72.165375|38.3751875,-72.5151875|38.4568125,-72.5095|38.4289375,-70.601375|38.708125,-9.0045|0.0,-33.8830625|4.1150625,-23.5273125|3.295125,-28.475375|3.69925,-29.65925|3.770125,-73.0855625|35.1891875,-71.3661875|34.9191875,-71.4238125|34.4858125,-70.530125|34.526375,-71.814875|34.6755625,-68.7825625|37.824375,-70.6625|37.9255,-70.4468125|37.9795,-69.8601875|37.9974375,-69.995375|37.73375,
-71.562|38.3233125,-71.3415625|38.1790625,-71.2628125|38.321125,-72.017375|38.1799375,-70.0966875|38.3299375,-69.9491875|39.812,-68.9354375|39.4711875,-70.6845|40.3305,-69.333375|39.738,-68.60375|39.776125,-21.0705625|2.831375,-11.0055|0.0,-35.7573125|3.3515625,-38.051875|3.583875,-39.7490625|3.482,-68.4485|35.385375,-68.9045625|35.478875,-68.574875|35.744875,-66.0908125|34.3835,-69.5495625|35.8771875,-67.66625|38.283625,-69.458875|38.0028125,-69.4209375|37.9709375,-69.0020625|38.0574375,-69.7429375|38.120875,
-72.1615625|37.6850625,-71.394875|37.41375,-71.9255|37.804875,-72.640375|37.605875,-70.4598125|38.046375,-73.3324375|38.33025,-72.970875|38.1488125,-73.0530625|38.4578125,-73.2470625|38.6745625,-71.2681875|38.2251875,-42.987625|4.276125,-44.84375|4.464125,-11.0055|0.0,-40.72875|4.403375,-41.4155625|4.1315,-72.3621875|34.2686875,-72.94525|34.51825,-72.2175|34.5708125,-70.666125|34.3753125,-72.4574375|34.2170625,-68.8475|37.5324375,-70.1421875|37.5994375,-70.1515|37.498,-69.4951875|37.42125,-70.000625|37.1690625,
