-11.011|0.0,-34.8465|1.239625,-30.40325|1.298875,-32.283125|1.15375,-31.50575|1.019,-32.35575|1.31825,-31.31625|1.341625,-121.136375|59.5185,-117.471625|58.402625,-117.614|57.444375,-120.02425|59.436375,-120.384875|59.681625,-120.972375|59.90475,-116.430625|58.597375,-111.770125|55.697125,-115.968|56.692125,-111.13575|55.578125,-112.42125|56.720875,-114.0915|57.360625,-111.959125|56.86525,-112.40825|55.47625,-115.48375|60.23075,-115.73275|61.065375,-116.831375|61.40525,-98.66025|49.038375,-115.449625|60.8765,-115.592625|60.69475,-117.856375|62.41375,-110.134125|54.244125,-113.232125|55.751,-110.159125|54.964375,-115.555125|54.649625,-112.677375|54.889875,-112.036125|55.1505,-109.62525|54.11625,-115.276375|54.9985,-114.892625|55.1145,-116.1425|56.3445,-116.229|55.25025,-115.41925|56.662375,-116.7115|56.0955,-115.872|56.890125,-120.183|62.66275,-119.01275|61.606375,-118.896375|61.411375,-117.978625|61.4835,-118.577|61.09075,-117.67825|60.86975,-116.7015|61.783,
-35.7555|1.5725,-9.009|0.0,-62.352625|1.440875,-64.5795|1.42375,-62.72875|1.15525,-53.488375|1.34525,-60.32625|1.204125,-114.42225|60.568375,-112.355125|59.934875,-113.511|61.434875,-115.24025|61.264375,-115.14725|61.462875,-117.545125|61.9945,-98.887|49.814625,-108.442875|58.64475,-102.795125|52.3265,-107.6865|58.560625,-107.479625|58.162875,-107.67425|58.176,-107.74925|58.4385,-106.7135|57.513375,-117.91875|58.9045,-115.478125|58.075875,-118.94725|59.452875,-115.71475|60.012625,-118.256|59.17875,-120.366625|60.125875,-118.268375|58.992,-110.251625|54.989375,-109.041875|54.517875,-109.9875|54.785,-112.937875|54.62575,-109.033125|55.006,-110.2955|54.898625,-111.919625|55.721,-116.554125|57.110125,-116.772625|55.164375,-117.2495|56.33375,-115.584875|57.13575,-117.264875|57.2905,-119.430625|58.461375,-116.530625|56.399125,-119.072|62.402875,-116.999125|60.23325,-119.937625|61.851875,-120.206625|61.6275,-117.4565|62.258875,-117.951|60.928375,-114.129625|61.19125,
-65.424125|1.640875,-62.0735|1.674,-9.009|0.0,-60.963875|1.466625,-60.3135|1.780625,-60.00525|1.733,-60.83775|1.757875,-118.763125|58.260125,-117.94425|58.071875,-118.780375|58.531,-118.069875|57.436625,-118.4005|57.3695,-118.3015|58.208375,-116.283875|58.935375,-112.41125|56.272,-116.241625|55.822875,-110.998875|54.854375,-111.793125|54.9555,-112.769875|54.90525,-111.41275|55.234625,-112.84825|55.70175,-121.343375|57.392375,-118.634|57.382125,-121.6195|59.112125,-115.39025|58.576,-120.690875|59.383625,-119.5975|56.839625,-119.807375|57.1255,-112.442625|53.963,-112.10525|54.352875,-110.98|55.001375,-113.47375|54.6395,-110.052|54.086875,-110.34975|54.61025,-110.267625|53.755375,-118.434375|56.79775,-118.41125|55.348125,-114.619|53.434375,-117.81875|55.139375,-120.076375|55.3625,-116.94375|54.692375,-117.089875|55.49925,-118.641375|60.5445,-119.4425|60.99675,-117.369375|60.798625,-118.73775|59.505125,-117.5045|59.659,-116.327625|59.776375,-114.893875|60.058875,
-63.8155|0.9995,-62.778625|1.16875,-56.768625|1.161625,-9.009|0.0,-46.08575|1.012375,-52.261125|1.067375,-50.26325|0.801125,-114.635125|58.234875,-117.64225|58.14525,-117.38875|59.50475,-116.783875|58.8085,-114.540125|57.941125,-116.773|58.41325,-113.172625|57.953875,-110.942625|55.985,-113.068|55.714875,-108.665375|54.680875,-108.494|54.072125,-109.061|54.186625,-107.963375|54.49475,-110.139375|55.1315,-118.91175|58.61025,-117.676875|58.2035,-118.47675|58.667,-111.660875|57.46575,-117.741375|57.97425,-116.937125|58.648375,-116.96025|57.968625,-108.72025|54.01775,-106.2885|52.816125,-106.522|52.715,-111.17275|54.092625,-107.8905|53.2205,-108.216625|53.501375,-108.99|53.94925,-114.680375|54.569,-115.0815|55.050375,-117.290875|55.87475,-116.939|56.038125,-113.859625|54.505625,-116.674|56.609625,-115.518625|55.325625,-105.02125|54.450375,-114.44975|63.191875,-114.155375|62.79625,-116.19175|63.468875,-114.451125|62.963875,-114.135125|62.486125,-112.911375|64.006375,
-55.743125|1.221,-56.7595|1.3335,-48.933375|1.768875,-50.889125|1.095125,-9.009|0.0,-46.5865|1.473,-45.26525|1.251125,-116.12125|57.953,-113.423875|56.1235,-116.3915|57.69,-116.78475|58.60125,-116.151625|57.60025,-116.04275|57.11825,-113.34225|57.785125,-109.842625|55.32625,-112.004375|54.47925,-109.65025|55.37875,-108.51|53.6805,-110.394125|55.07825,-110.327|55.2415,-108.604|54.61975,-119.507|59.02125,-117.0095|56.847875,-117.613625|57.296,-113.09375|58.42975,-117.7655|58.585,-118.324625|57.883125,-118.762625|59.2975,-109.5905|54.06775,-106.90325|52.885875,-106.514375|53.80925,-112.10875|53.32,-109.670625|53.947375,-110.096375|53.223125,-108.362375|53.46625,-114.663125|54.0695,-114.212625|55.12425,-116.44875|55.41175,-115.161625|54.8325,-116.989875|54.9795,-115.583375|54.8055,-114.30825|54.14025,-116.545875|58.834625,-119.211|59.987125,-116.696|60.345875,-118.359375|60.512875,-117.414375|60.447375,-119.125125|60.046375,-112.885125|60.17425,
-46.457|1.96025,-49.0425|2.01575,-41.58025|2.12625,-43.515|2.09575,-40.72875|1.9995,-9.009|0.0,-38.82675|1.821,-116.43625|58.116,-114.009875|57.982875,-114.0925|58.07175,-115.3575|58.7615,-114.18025|58.216,-115.78925|58.46575,-111.793375|57.926375,-108.41|56.87825,-111.878125|55.136875,-107.752375|55.437625,-108.322625|56.211625,-107.279875|54.955125,-108.35125|56.186875,-108.67925|55.526625,-115.736375|57.155,-117.693625|58.888125,-118.15675|60.19475,-112.187375|59.676125,-117.341|58.86,-116.129|58.07625,-116.5465|58.55725,-108.581375|56.248875,-107.45|53.681375,-106.656625|54.91325,-113.33675|54.2445,-104.945|52.555875,-107.9625|55.13525,-107.734375|54.957,-112.4575|58.47425,-110.85275|57.224125,-105.86|52.83,-111.64275|57.330125,-111.99125|57.1655,-111.302|57.135,-111.764|57.93825,-115.6145|59.86175,-116.065625|60.481125,-114.416875|59.901125,-117.473|61.191,-117.955|62.104875,-115.201|59.99825,-111.761375|61.032375,
-40.5165|1.785,-42.25175|1.9605,-38.448|1.473,-39.11275|1.51175,-37.96925|1.649,-39.4105|2.0755,-8.008|0.0,-113.8315|57.75175,-114.9845|59.66175,-112.979|57.82125,-116.1475|58.9645,-114.584|58.17025,-115.9375|59.1885,-112.245|58.783,-108.28925|56.072,-111.026|55.468,-105.985|55.132,-109.81875|56.29875,-106.43675|55.1275,-107.469|55.24925,-111.11|57.283,-118.17875|59.43975,-116.8145|58.5605,-117.739|58.79925,-109.79275|58.05025,-115.53625|57.875,-116.16575|59.26375,-115.544|57.93075,-105.31275|55.78275,-105.2665|55.346,-107.66875|56.31075,-104.03975|52.2555,-106.581|55.6105,-106.18675|56.04175,-106.865|55.77875,-114.89975|56.241,-115.88025|56.93,-114.41575|55.59725,-114.25425|56.31125,-114.4625|55.31675,-113.80125|54.61625,-115.278|56.45975,-115.9805|60.585,-114.699|59.591,-117.0025|61.14025,-116.6225|61.863,-116.7095|60.84975,-115.44375|60.22375,-110.78175|60.4425,
-112.695875|54.577125,-111.280125|53.356125,-114.502375|54.345125,-113.4685|53.62175,-112.20225|53.741125,-111.648|52.72525,-112.273625|53.459,-11.011|0.0,-44.76125|2.82675,-36.214125|2.418,-36.131125|2.074875,-35.77875|2.297875,-36.494125|2.42925,-45.95125|2.7055,-112.854375|55.135875,-113.525875|55.020375,-112.699375|54.362,-113.202875|55.396875,-112.621|55.10175,-111.681625|55.039,-115.213125|55.571375,-118.659125|58.27225,-118.785875|57.95925,-119.959|59.598375,-119.699125|58.08775,-119.28075|59.474,-118.289625|58.801375,-119.522875|58.965125,-112.14525|52.689625,-112.753125|54.335875,-114.37125|53.3585,-112.59275|54.884625,-111.527875|53.264125,-112.503|54.816125,-112.454|52.658375,-116.3955|56.106,-116.12375|55.604125,-115.727625|55.34275,-115.282|54.667625,-116.188625|53.789375,-113.30125|54.6445,-114.108125|54.5715,-117.953|61.1105,-117.96875|59.532625,-118.479375|60.685125,-117.309125|59.988375,-119.22925|59.737,-115.833375|59.86525,-117.71325|61.58225,
-110.584625|54.509,-109.56975|54.715875,-117.189375|55.726625,-114.485125|55.330625,-112.839375|54.86875,-111.45725|53.659,-112.78375|54.076875,-35.4975|1.9525,-9.009|0.0,-59.57425|2.005625,-60.471875|1.974125,-53.376125|1.46775,-56.733|1.950375,-58.707875|2.07125,-107.215375|57.385625,-108.9525|58.305125,-110.034375|58.160125,-108.3485|57.78125,-108.285625|57.034375,-102.334375|55.2305,-108.21875|57.54975,-113.419125|61.604125,-113.6085|60.175875,-113.910625|61.53,-114.7915|60.98775,-110.134625|57.909625,-113.06|61.183375,-113.3395|60.521625,-110.778875|54.69675,-111.902|55.27675,-110.071625|53.226875,-108.429|54.2735,-109.720625|54.061875,-111.053375|55.046875,-110.914375|55.266875,-112.284125|54.809125,-113.97425|55.061375,-114.355375|56.622875,-114.88|56.04925,-115.301|56.417625,-112.18125|56.764375,-113.740625|56.50975,-115.845875|61.04825,-117.4835|62.0145,-115.787125|62.16625,-115.007875|60.0525,-120.174625|61.30675,-116.71375|61.434625,-118.57575|61.639375,
-108.044625|53.19825,-107.692375|53.04325,-112.65675|53.583875,-113.708875|54.282625,-112.356875|54.016875,-109.921125|52.938,-112.83725|53.430375,-53.968875|1.336625,-55.92675|1.814375,-10.01|0.0,-51.737125|1.712625,-52.469625|1.2055,-52.72675|1.24775,-56.220125|1.2175,-111.521|56.055,-109.72025|55.34775,-110.49875|55.36825,-109.4045|54.33225,-111.896125|55.959375,-110.35125|55.02025,-110.760875|54.81575,-116.52725|59.0135,-114.819625|57.62925,-117.585625|58.828125,-115.98875|57.94175,-113.357375|57.7745,-115.269625|58.239,-117.9685|59.48475,-97.26825|51.152375,-99.3735|52.765375,-93.387625|46.6185,-98.657875|52.609625,-99.31125|52.368125,-97.97775|51.640375,-96.737625|50.50375,-112.630875|55.79025,-112.97825|55.22675,-112.998875|56.27175,-113.29475|55.2465,-112.592875|55.55975,-108.983|55.025375,-112.96825|56.170125,-114.0615|62.781875,-111.57025|62.638,-111.0145|62.2735,-114.652|64.835625,-104.24775|54.29675,-111.81725|62.38525,-112.164875|63.058375,
