-7.0035|0.0,-20.997625|3.22825,-18.4599375|2.4915625,-17.7043125|2.1505,-18.030125|2.048625,-70.8733125|32.9000625,-70.563625|32.98525,-70.6304375|32.5771875,-68.7296875|32.690625,-70.475625|32.894375,-70.24325|36.313,-69.8335|36.196875,-68.191125|36.083625,-68.812125|36.062375,-69.82775|36.2069375,-63.7826875|34.229125,-63.98725|33.938375,-63.1703125|33.672625,-63.248875|33.68725,-63.6691875|34.0755,-63.8641875|33.1298125,-64.0151875|33.552875,-63.25825|33.51275,-63.564375|33.2468125,-64.69|34.0295625,
-16.8505625|1.65825,-11.0055|0.0,-30.522375|2.09525,-27.8379375|2.089625,-25.961375|1.9031875,-64.347125|31.5603125,-64.867375|31.831625,-64.6254375|31.78575,-51.633625|23.607375,-64.0914375|31.74575,-68.6475625|34.8529375,-68.227125|35.3070625,-66.385375|35.48725,-68.397375|35.140375,-68.568125|35.1029375,-56.8295|32.690375,-49.679375|26.6015,-56.30975|31.7003125,-56.671|32.41725,-56.3428125|31.959625,-63.6715625|33.5024375,-63.492375|33.077125,-61.5450625|33.2193125,-63.74025|33.020125,-64.316875|33.55825,
-33.9575|3.150625,-32.0918125|2.8136875,-8.004|0.0,-30.375625|3.1616875,-29.704875|2.9790625,-70.9803125|33.371125,-71.4105|33.028125,-70.3351875|32.8336875,-68.811125|33.1020625,-70.417|33.2795,-67.7245625|37.0971875,-67.3275625|37.043,-52.6709375|27.3025,-67.6134375|36.922625,-67.879875|37.1185625,-62.13375|33.6400625,-63.442625|33.6528125,-63.618625|33.831375,-63.18075|33.561625,-63.1015|33.8686875,-61.8038125|34.0795,-60.92575|33.5470625,-47.0218125|24.4075,-62.0311875|34.343375,-61.71025|33.9256875,
-31.988875|3.473125,-33.249|3.571625,-33.1183125|3.6416875,-9.0045|0.0,-28.95675|3.287875,-71.6419375|32.3483125,-71.7575625|32.7619375,-71.9485|32.3675625,-69.40225|32.5745,-71.2745|32.4091875,-72.233375|36.240125,-70.8899375|35.454125,-67.75275|35.574375,-70.896|35.6754375,-71.68325|36.2300625,-63.8566875|33.235375,-64.7453125|33.60775,-63.9978125|33.6729375,-64.0639375|33.4615,-63.7235625|33.3625625,-64.9096875|33.1860625,-64.81225|32.8403125,-62.80475|33.037375,-65.38|33.4463125,-64.7615|32.8926875,
-32.3330625|3.81525,-32.59975|3.779,-32.3438125|3.454875,-29.6729375|3.617375,-8.004|0.0,-71.443|32.642875,-71.3053125|32.312,-71.8905|32.064125,-69.0225|32.623375,-69.9374375|31.904125,-70.37775|35.517,-70.4209375|35.88925,-67.4524375|35.640375,-69.87925|35.50625,-70.4491875|35.664625,-63.1081875|32.751375,-63.872375|33.407,-63.7821875|33.5045,-63.9539375|33.518875,-63.561875|33.215875,-65.2546875|33.09425,-65.2241875|33.42125,-62.4254375|33.134625,-64.7213125|33.126875,-64.5316875|33.088875,
-62.3700625|35.178125,-60.8039375|35.1408125,-62.41275|35.1258125,-62.7341875|35.1151875,-62.241625|35.3589375,-9.0045|0.0,-24.6980625|3.5854375,-21.523125|2.63825,-35.1945|5.2195625,-22.096125|2.42775,-69.332625|37.317,-69.5580625|37.1694375,-69.720375|37.00875,-69.3043125|36.7810625,-67.821375|37.173375,-62.852875|34.655625,-62.774125|34.3031875,-62.6408125|34.6421875,-63.337375|34.555,-62.9285625|34.627,-53.422125|29.1885,-59.7943125|33.747,-60.0690625|33.8455625,-60.566|34.222625,-60.9819375|34.687375,
-61.705|34.708375,-61.2255|34.745375,-63.938625|34.9825,-63.24375|34.840875,-63.61675|34.8285,-28.075875|2.726,-13.0065|0.0,-34.392875|2.709,-44.498375|4.056375,-35.575|2.64375,-70.737|36.879125,-70.19475|36.317625,-70.076375|36.218125,-70.480625|36.432125,-67.82975|36.534625,-62.86325|33.86275,-63.8245|34.02425,-63.699375|33.739,-63.896125|34.19275,-63.310625|34.11975,-64.1885|33.82,-63.746125|33.88775,-63.33575|33.77375,-64.31925|33.7155,-63.963875|33.38925,
-62.006625|34.5765,-60.899625|34.4565,-63.65775|34.517375,-63.602125|34.4545,-62.492875|33.9235,-40.314375|3.7755,-39.93975|3.6285,-8.004|0.0,-45.8845|4.812375,-36.543875|3.40625,-69.9055|36.328,-69.883|36.321,-69.669|35.808625,-70.427375|35.9715,-66.78525|36.043,-63.172125|34.159125,-63.058|33.761875,-63.346875|33.677875,-63.82525|33.942375,-63.5645|34.3015,-64.858625|33.73975,-63.692625|33.485875,-64.255375|33.53,-63.511625|33.24325,-64.498125|33.8935,
-57.8751875|35.7358125,-57.78925|35.726125,-59.523625|35.7064375,-59.093375|35.70025,-58.2515625|35.125125,-39.4794375|3.24075,-37.6949375|3.1803125,-36.1963125|3.1599375,-13.0065|0.0,-36.0715625|3.3765625,-63.27775|35.8975,-62.57025|35.3958125,-62.77675|35.511875,-62.8791875|35.7819375,-48.9851875|25.65725,-58.2054375|34.255625,-56.3165|32.6988125,-57.9519375|33.82425,-58.4675625|34.1306875,-57.9878125|34.1585,-62.883125|33.9664375,-62.8094375|33.954375,-62.8825|33.8573125,-62.59625|34.0064375,-62.940625|34.133125,
-61.565375|34.6745,-61.45625|34.313625,-63.51575|34.028375,-63.505375|34.5805,-63.18975|34.3805,-41.701125|4.373375,-41.61725|4.589125,-36.494375|4.48025,-43.96525|4.374875,-9.0045|0.0,-69.868625|35.26225,-70.24825|36.093375,-70.348|36.0925,-70.31675|36.089,-67.01225|35.7055,-63.5115|34.128,-63.100875|33.646625,-62.788375|33.32125,-63.792375|33.72,-62.790875|33.53875,-64.140625|33.628875,-64.08275|33.195,-64.170375|33.2855,-64.076125|33.378125,-64.268|33.570875,
