-9.009|0.0,-16.29475|2.6495,-15.966|2.199,-20.985125|3.9695,-52.7735|30.21625,-52.437|30.16125,-51.61375|30.22575,-51.590625|29.90125,-54.182|28.134,-54.2|28.2675,-53.139|28.18725,-53.832375|28.32975,-53.894|30.155,-54.3295|29.74925,-55.212|29.8675,-54.4415|30.008,
-15.536875|1.976875,-8.008|0.0,-22.598375|1.968875,-28.39425|3.20325,-52.096375|29.488125,-52.482125|29.106,-50.141375|29.046625,-51.782625|28.918,-53.49925|27.046875,-53.089|27.00975,-52.19325|27.39475,-53.36475|27.2125,-36.85625|19.87825,-49.598625|28.4475,-49.915|28.279,-49.16775|27.73925,
-26.27125|3.7175,-27.71775|3.692,-8.008|0.0,-32.17125|4.58025,-53.5765|29.67725,-53.402|29.47775,-51.0915|29.36325,-53.506|29.923,-55.49|28.08775,-55.4835|27.866,-52.7875|27.8265,-55.066|28.47575,-53.6905|29.54875,-54.976|29.6545,-54.937|29.58825,-55.83275|29.96325,
-28.062875|2.778125,-27.374|2.59175,-27.5295|2.5985,-12.012|0.0,-50.065125|29.84325,-50.414875|30.132375,-34.75425|18.981,-50.23675|29.84675,-51.62725|27.89775,-51.8065|28.376,-39.79225|20.6255,-51.4555|27.976375,-52.86775|29.405875,-54.8015|29.67025,-54.759|29.416875,-54.642125|29.30525,
-48.4235|24.86275,-47.7675|24.499,-48.01175|24.48625,-47.843875|24.427375,-10.01|0.0,-19.83625|3.5165,-20.067|3.338875,-20.48|4.392625,-37.230375|18.430875,-50.642375|27.452125,-51.419|27.413,-50.806|27.38725,-54.83|30.095375,-54.368875|29.97025,-53.87875|29.562,-53.5785|29.731125,
-49.03525|24.0345,-48.948875|24.448,-48.785875|24.269125,-48.20725|24.193875,-19.8205|3.7025,-12.012|0.0,-28.3315|3.74375,-29.94275|4.297875,-52.68575|27.8055,-54.221625|27.847,-53.691875|27.4105,-54.366125|28.1365,-54.867|29.04875,-54.985875|29.294875,-55.49525|29.22125,-53.07675|29.058,
-44.07|23.15675,-43.81125|22.8855,-44.198125|23.16775,-43.287625|23.26375,-29.9555|5.147875,-29.867|5.193625,-8.008|0.0,-33.690125|5.626125,-52.69225|27.8065,-53.95125|27.85575,-54.40825|28.13325,-54.30575|28.02275,-55.20825|29.219375,-55.02425|28.95175,-55.624875|29.361125,-53.27175|28.9075,
-49.355625|24.22625,-49.53425|24.63625,-48.70825|23.910375,-48.15425|24.1795,-32.652625|3.867375,-32.357|4.309125,-30.80725|3.736875,-11.011|0.0,-52.78925|27.527625,-54.331125|27.593875,-54.279125|27.552125,-54.38825|27.4965,-52.913|29.494,-52.870875|29.430625,-52.84625|29.36825,-37.6815|18.8325,
-48.15675|24.905875,-48.727625|24.69775,-47.4515|24.34875,-47.857|24.825375,-48.707625|29.682375,-50.00825|29.91875,-49.49375|29.517375,-49.605125|29.9625,-10.01|0.0,-19.071|2.748375,-24.758625|4.11975,-21.087875|3.77475,-53.4275|29.86525,-53.46575|29.41,-53.777125|29.324375,-54.81925|29.667375,
-47.377625|23.777125,-48.42075|23.83075,-47.585625|23.62125,-47.363875|24.305,-50.992|29.37475,-51.867|29.804625,-50.956375|29.33675,-51.54175|29.353625,-23.22875|4.089,-8.008|0.0,-34.9305|5.437125,-30.97175|4.39975,-38.960875|20.880125,-51.2945|29.16975,-50.878125|28.76575,-51.4185|28.8155,
-46.867|24.76925,-46.63125|24.737125,-46.9505|24.85075,-45.657|24.6475,-51.5245|29.332125,-52.273875|29.489125,-51.41125|28.777125,-51.517625|29.292375,-29.351875|3.33175,-29.2585|3.0605,-13.013|0.0,-34.19075|3.40325,-52.903375|28.86875,-54.722375|29.13675,-55.004375|29.464375,-54.73975|29.528,
-49.463375|23.78875,-50.063875|24.17525,-48.734625|23.63625,-48.587375|24.28025,-51.77875|28.9425,-52.478125|28.9995,-51.992125|28.97625,-52.63925|28.919,-35.331375|4.064,-33.7185|4.01,-36.3895|3.90425,-12.012|0.0,-53.667125|28.91025,-55.11425|29.1925,-54.681875|29.07675,-56.25775|29.524,
-46.02025|24.587375,-44.914375|24.564625,-46.20075|24.735625,-46.0705|24.586375,-51.380625|29.813375,-51.769|29.402125,-50.740625|29.372875,-50.92475|29.727625,-50.865625|28.00775,-49.7855|27.6725,-51.878875|28.302,-51.502875|27.834,-11.011|0.0,-18.929|3.106125,-19.91275|2.79375,-22.386875|3.494875,
-48.50225|24.67825,-48.417375|24.735,-48.374875|24.744625,-48.838125|24.758125,-52.970625|29.188,-52.225875|29.18125,-52.6595|29.34525,-51.73075|29.429875,-54.314375|28.27125,-53.71825|27.800875,-53.846|28.047625,-53.903125|27.896875,-28.258125|5.84575,-10.01|0.0,-34.2915|4.988,-34.426125|5.926125,
-49.12|24.354,-48.596875|24.38475,-48.885125|24.187,-49.031|24.267,-53.695375|29.08125,-52.83425|29.129,-53.273125|28.82425,-51.851875|29.07675,-54.582875|27.465,-53.014875|27.366,-54.754125|27.5885,-54.7105|27.61625,-34.335625|5.23775,-31.390125|4.391,-12.012|0.0,-36.918375|5.004,
-48.40325|24.45675,-48.371|24.746,-48.93625|24.595,-48.67125|24.19475,-50.453|29.558,-50.3115|29.875,-50.461|29.482,-48.81225|29.2965,-54.44425|27.586,-53.08775|27.993,-55.58075|27.887,-54.97875|27.964,-36.643|6.479,-35.9885|5.73575,-36.9775|5.977,-11.011|0.0,
